Company name,Notes,Status,Last modified,Where to apply,Industry,Location,Founded Date,Founders,Funding Status,Last Funding Type,Number of Employees,Revenue Range,Hug Tags,Ipo Status,Company Type,Number of Acquisitions,Total Funding,Headquarters Location,Headquarters Regions
Uber / Uber Amsterdam,"Offers that have already went out are still being honoured. Global hiring for backfills still continues, no new/ growth headcounts are being hired from now till June. 
",Hiring  freeze,2020-04-06T15:02:58.000Z,,,,,,,,,,,,,,,,
Uber India,"Freeze in Hyd and Vizag COE
",Hiring  freeze,2020-04-07T16:26:35.000Z,,,,,,,,,,,,,,,,
Uberall,"
",Hiring,2020-04-06T04:47:56.000Z,,,,,,,,,,,,,,,,
UberEther,"IAM, Security, DevOps, AWS, K8S
",Hiring,2020-04-04T18:17:03.000Z,,,,,,,,,,,,,,,,
Uberflip,"only backfilling 2-3 position freeze on all other hiring
",Hiring  freeze,2020-04-03T23:33:38.000Z,,,,,,,,,,,,,,,,
Ubiquity6,"Reports of a hiring freeze and hiring. Details below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-08T17:10:48.000Z,,,,,,,,,,,,,,,,
Ubisoft,"Hiring for the majority of teams, some adjustments to anticipated start dates. 1 report of hiring freeze for an internship
","Hiring,Hiring  freeze",2020-03-31T22:47:55.000Z,https://www.ubisoft.com/en-us/careers/experience.aspx,,,,,,,,,,,,,,,
UBS,"IT
","Hiring,Hiring  freeze",2020-03-31T22:45:43.000Z,https://www.ubs.com/global/en/careers.html,,,,,,,,,,,,,,,
UBS AG London,"For Prime Brokerage Front and Back Office but difficulty bringing people through the door with WFH arrangements
",Hiring,2020-03-31T21:59:40.000Z,,,,,,,,,,,,,,,,
UCB,"No US offers pulled, conflicting reports of non-US internship offers affected
",Hiring,2020-03-30T06:15:44.000Z,https://careers.ucb.com/,,,,,,,,,,,,,,,
Ucsd,"
",Hiring  freeze,2020-04-10T13:26:27.000Z,,,,,,,,,,,,,,,,
UCSF (University of California San Francisco),"Reports of a hiring freeze and hiring. Details below:
Hiring:","Hiring,Hiring  freeze",2020-04-09T23:44:58.000Z,,,,,,,,,,,,,,,,
UCT technology ,"
",Hiring,2020-04-01T21:45:33.000Z,,,,,,,,,,,,,,,,
Udaan,"
",Hiring,2020-03-30T15:05:54.000Z,,,,,,,,,,,,,,,,
Udacity,"Hiring freeze in place. Some exceptions made for specific executive roles.
",Hiring  freeze,2020-03-29T04:30:45.000Z,,,,,,,,,,,,,,,,
Udemy,"Company reports it continues to hire at normal pace ( 5 reports)
",Hiring,2020-04-02T03:57:06.000Z,https://jobs.lever.co/udemy,,,,,,,,,,,,,,,
UFG Insurance,"
",Hiring,2020-04-03T18:32:48.000Z,,,,,,,,,,,,,,,,
Ugam,"
",Hiring  freeze,2020-04-02T20:12:38.000Z,,,,,,,,,,,,,,,,
UiPath ,multiple reports or hiring and hiring freeze,Hiring,2020-04-02T19:38:20.000Z,https://www.uipath.com/company/careers,,,,,,,,,,,,,,,
UL,"
",Hiring  freeze,2020-04-09T00:34:59.000Z,,,,,,,,,,,,,,,,
Ulta,"Hiring freeze for all roles. 1 additional report of hiring
","Hiring  freeze,Hiring",2020-04-07T16:37:48.000Z,,,,,,,,,,,,,,,,
Ultimate Software ,"
",Hiring  freeze,2020-04-02T12:37:38.000Z,,,,,,,,,,,,,,,,
Ultimate Software Inc,"hiring freeze in effect starting March 30th 
",Hiring  freeze,2020-03-31T04:44:41.000Z,,,,,,,,,,,,,,,,
ultimate.ai,"
",Hiring,2020-04-01T16:53:52.000Z,,,,,,,,,,,,,,,,
ultimodl,"Few roles for those truly and highly enthusiastic about car-free cities. People obsessed and not tech obsessed.
",Hiring,2020-04-02T12:36:55.000Z,,,,,,,,,,,,,,,,
Ultivue,"
",Hiring  freeze,2020-04-10T13:28:09.000Z,,,,,,,,,,,,,,,,
Ultra Mobile,"
",Hiring  freeze,2020-04-09T17:23:35.000Z,,,,,,,,,,,,,,,,
Ultradent,"
",Hiring,2020-04-01T23:46:49.000Z,,,,,,,,,,,,,,,,
Ultraleap,"ML Engineer, C++ Engineer https://www.ultraleap.com/company/careers/ 
",Hiring,2020-04-06T20:51:25.000Z,https://www.ultraleap.com/company/careers/ ,,,,,,,,,,,,,,,
UM worldwide,"
",Hiring  freeze,2020-04-02T12:36:23.000Z,,,,,,,,,,,,,,,,
UMB,"60 days - until May 18th
",Hiring  freeze,2020-04-02T12:35:49.000Z,,,,,,,,,,,,,,,,
Umicore,"
",Hiring  freeze,2020-04-01T17:12:18.000Z,,,,,,,,,,,,,,,,
Unbabel,"Multiple reports of layoffs and a hiring freeze. See below:
Layoffs:",Layoffs,2020-04-09T21:01:31.000Z,,,,,,,,,,,,,,,,
Uncharted,,Hiring  freeze,2020-03-28T22:52:26.000Z,https://uncharted.recruitee.com/,,,,,,,,,,,,,,,
Under Armour,,Hiring  freeze,2020-03-30T06:41:31.000Z,,,,,,,,,,,,,,,,
UnderArmor,"SWE roles on hold
",Hiring  freeze,2020-03-28T23:04:02.000Z,https://careers.underarmour.com/,,,,,,,,,,,,,,,
Underwriters Laboratories,"
",Hiring,2020-04-02T03:56:19.000Z,,,,,,,,,,,,,,,,
Ungerboeck Software,"Person interviewing told the position is on hold 
",Hiring  freeze,2020-03-29T14:40:28.000Z,,,,,,,,,,,,,,,,
UNICEF USA ,"All teams frozen currently 
",Hiring  freeze,2020-04-09T21:56:42.000Z,,,,,,,,,,,,,,,,
UniCredit,"
",Hiring,2020-04-07T16:28:01.000Z,,,,,,,,,,,,,,,,
Unidays,"Received email stating ""In light of the circumstances, we are currently pausing on hiring at UNiDAYS. ""  
",Hiring  freeze,2020-04-07T16:28:17.000Z,,,,,,,,,,,,,,,,
Unifaun,"
",Hiring,2020-04-06T16:25:01.000Z,,,,,,,,,,,,,,,,
Unified,"
",Hiring,2020-04-06T18:16:17.000Z,,,,,,,,,,,,,,,,
Unifirst,"
",Hiring  freeze,2020-04-04T18:20:16.000Z,,,,,,,,,,,,,,,,
unifonic,"
",Hiring,2020-04-10T13:28:38.000Z,,,,,,,,,,,,,,,,
Unify Consulting,"
",Hiring,2020-04-02T03:56:11.000Z,,,,,,,,,,,,,,,,
Unigroup,"
",Hiring,2020-04-07T16:28:39.000Z,,,,,,,,,,,,,,,,
Unilever ,"Reports of hiring freeze. See below:
Singapore Hiring Freeze across all roles. ","Hiring,Hiring  freeze",2020-04-08T23:57:41.000Z,,,,,,,,,,,,,,,,
Uniper,"
",Hiring,2020-04-07T16:29:04.000Z,,,,,,,,,,,,,,,,
Unison (Real Estate Equity Exchange Inc.),Layoffs across the board due to covid19 and strategic investor indefinitely holding off funding. Company went from 160 to 50 people. ,Layoffs,2020-04-08T20:33:39.000Z,,,,,,,,,,,,,,,,
Unisys,"Cyber Security
",Hiring,2020-04-06T17:11:22.000Z,,,,,,,,,,,,,,,,
Unit4,"Hiring for all roles 
",Hiring,2020-04-06T18:09:17.000Z,,,,,,,,,,,,,,,,
United Airlines,One report of an engineer being laid off. ,"Hiring  freeze,Layoffs,Hiring",2020-04-02T03:55:39.000Z,https://careers.united.com/,,,,,,,,,,,,,,,
United healthcare,"
","Hiring,Hiring  freeze",2020-04-06T16:20:34.000Z,,,,,,,,,,,,,,,,
United Launch Alliance,"
",Hiring,2020-04-01T15:30:59.000Z,,,,,,,,,,,,,,,,
United Nations,"
",Hiring,2020-04-01T18:04:26.000Z,,,,,,,,,,,,,,,,
United States Postal Service ,"
",Hiring,2020-04-02T03:55:12.000Z,,,,,,,,,,,,,,,,
"United Tactical Systems, LLC ","Need Machine Operators. 
",Hiring,2020-04-06T23:25:46.000Z,,,,,,,,,,,,,,,,
United Technologies Corporation,"Across all departments
",Hiring  freeze,2020-03-28T15:48:26.000Z,https://jobs.utc.com/search-jobs,,,,,,,,,,,,,,,
UnitedHealth,"
",Hiring,2020-04-02T03:55:01.000Z,,,,,,,,,,,,,,,,
UnitedHealth Group (UNH),"
","Hiring  freeze,Hiring",2020-04-02T21:21:39.000Z,,,,,,,,,,,,,,,,
UnitedLex,"
",Hiring,2020-04-03T20:51:30.000Z,,,,,,,,,,,,,,,,
Unito,"Actively hiring
",Hiring,2020-04-03T23:39:25.000Z,,,,,,,,,,,,,,,,
Unity,"Actively interviewing and hiring
",Hiring,2020-03-29T13:26:36.000Z,https://careers.unity.com/,,,,,,,,,,,,,,,
Unity Technologies,"All!
",Hiring,2020-04-06T16:51:25.000Z,,,,,,,,,,,,,,,,
Universal McCann,"Continuing to hire but at a slower clip
",Hiring,2020-03-31T20:14:41.000Z,https://www.umww.com/jobs/,,,,,,,,,,,,,,,
Universal Music Group,"Hiring All Roles
",Hiring,2020-04-01T21:30:34.000Z,,,,,,,,,,,,,,,,
University,"
",Hiring,2020-04-09T23:50:43.000Z,,,,,,,,,,,,,,,,
University ,"
",Hiring  freeze,2020-04-09T21:09:14.000Z,,,,,,,,,,,,,,,,
University of Arizona,"
",Hiring  freeze,2020-04-01T21:29:25.000Z,,,,,,,,,,,,,,,,
University of California,"Hiring freeze until June 30th 2020, special hire cases can be made at the discretion of Deans
",Hiring  freeze,2020-04-09T18:06:51.000Z,,,,,,,,,,,,,,,,
"University of California, Berkeley","All roles  (faculty & staff) ""with limited exceptions"". 
",Hiring  freeze,2020-04-08T23:47:12.000Z,,,,,,,,,,,,,,,,
University of Chicago,"Hiring freeze on academic faculty and staff positions in the Biological Sciences Division
1 report of hiring

",Hiring  freeze,2020-04-06T04:49:44.000Z,,,,,,,,,,,,,,,,
University of Colorado Denver,"Only mission critical roles
",Hiring,2020-04-06T04:49:26.000Z,,,,,,,,,,,,,,,,
University of Dayton,"
",Hiring  freeze,2020-04-09T23:49:33.000Z,,,,,,,,,,,,,,,,
University of Georgia ,"
",Hiring  freeze,2020-04-01T22:13:33.000Z,,,,,,,,,,,,,,,,
University of Houston - Main Campus,"No word on Layoffs, but did confirm with someone in HR that all hiring is on hold for UH Main Campus.
",Hiring  freeze,2020-04-06T20:57:24.000Z,,,,,,,,,,,,,,,,
University of Houston-Clear Lake,"until April 30
",Hiring  freeze,2020-04-07T03:21:40.000Z,,,,,,,,,,,,,,,,
"University of Maryland, College Park","The entire USM system
""Due to the COVID-19 pandemic, UMBC has implemented a hiring pause for all regular exempt and non-exempt staff positions""
",Hiring  freeze,2020-04-10T13:34:50.000Z,,,,,,,,,,,,,,,,
University of Massachusetts,"
",Hiring  freeze,2020-04-01T21:28:47.000Z,,,,,,,,,,,,,,,,
"University of Michigan, Ann Arbor","potential candidate, received email from their Human Resources department
",Hiring  freeze,2020-04-01T21:28:39.000Z,,,,,,,,,,,,,,,,
University of Minnesota,"All positions, even those that were in final rounds of interviews 
",Hiring  freeze,2020-04-01T19:55:35.000Z,,,,,,,,,,,,,,,,
University of Minnesota Duluth,"
",Hiring,2020-04-09T23:08:27.000Z,,,,,,,,,,,,,,,,
University of Nevada Las Vegas,"No hires unless verbal offer has already been extended. Freeze does not apply for public safety (police officers) and health positions
",Hiring  freeze,2020-04-07T03:21:10.000Z,,,,,,,,,,,,,,,,
University of North Florida,"
",Hiring,2020-04-10T13:35:17.000Z,,,,,,,,,,,,,,,,
University of Notre Dame,"
",Hiring  freeze,2020-04-07T03:21:15.000Z,,,,,,,,,,,,,,,,
University of Rochester,"
",Hiring  freeze,2020-04-01T19:55:39.000Z,,,,,,,,,,,,,,,,
University of San Francisco,"
",Hiring  freeze,2020-04-01T19:55:45.000Z,,,,,,,,,,,,,,,,
University of Southern California,"Also flexing staff
",Hiring  freeze,2020-04-09T18:24:31.000Z,,,,,,,,,,,,,,,,
university of texas at austin,"Multiple reports
",Hiring,2020-04-02T13:34:30.000Z,,,,,,,,,,,,,,,,
university of Texas San Antonio,"programmer analyst
",Hiring  freeze,2020-04-07T03:21:25.000Z,,,,,,,,,,,,,,,,
university of utah,"
",Hiring,2020-04-02T13:34:17.000Z,,,,,,,,,,,,,,,,
University of Vermont,"Only roles deemed essential are allowed to hire
",Hiring  freeze,2020-04-05T15:41:15.000Z,,,,,,,,,,,,,,,,
University of Washington,"Extended an offer to a prospective faculty member in late March
",Hiring,2020-04-06T19:54:13.000Z,,,,,,,,,,,,,,,,
University of Wisconsin - Milwaukee,"
",Hiring  freeze,2020-04-01T19:55:52.000Z,,,,,,,,,,,,,,,,
Univision,,Hiring  freeze,2020-03-29T14:39:23.000Z,,,,,,,,,,,,,,,,
Unnatural Products,"
",Hiring,2020-04-06T16:38:02.000Z,,,,,,,,,,,,,,,,
Unqork ,"Hiring for teams. Recently joined and teams are rapidly growing. Hiring designers, engineers, and other roles for NYC office (remote for now). All roles from the looks of it - doing a bunch of Zoom Interviews.
",Hiring,2020-04-01T19:27:02.000Z,,,,,,,,,,,,,,,,
Unscrambl,"
",Hiring  freeze,2020-04-02T13:34:08.000Z,,,,,,,,,,,,,,,,
Untappd,"
",Hiring  freeze,2020-04-02T13:33:22.000Z,,,,,,,,,,,,,,,,
Unum,"
",Hiring,2020-04-02T13:33:37.000Z,,,,,,,,,,,,,,,,
UOB,"
",Hiring  freeze,2020-04-02T13:33:13.000Z,,,,,,,,,,,,,,,,
Upfluence,"Got email saying they are suspending job offers for most roles.
",Hiring  freeze,2020-04-01T22:44:46.000Z,,,,,,,,,,,,,,,,
upGrad,"All teams
reports of hiring and hiring freeze
",Hiring,2020-04-07T16:29:53.000Z,,,,,,,,,,,,,,,,
Uphold ,"Developers, marketing, finance 
",Hiring,2020-04-07T16:30:18.000Z,,,,,,,,,,,,,,,,
Uplift,"
",Hiring  freeze,2020-04-06T19:42:01.000Z,,,,,,,,,,,,,,,,
UPMC,"Research
",Hiring,2020-04-07T16:15:51.000Z,,,,,,,,,,,,,,,,
Upright Labs,"Operations & Sales
",Hiring,2020-04-01T22:40:28.000Z,,,,,,,,,,,,,,,,
UPS,"multiple reports of hiring. 2 reports of hiring freeze.
","Hiring,Hiring  freeze",2020-04-03T20:09:28.000Z,,,,,,,,,,,,,,,,
Upside Travel Co,,Hiring  freeze,2020-03-28T23:33:56.000Z,,,,,,,,,,,,,,,,
Upstart,"
",Hiring,2020-04-07T16:30:32.000Z,,,,,,,,,,,,,,,,
Upstatement,"Across all depts. Hoping to return to hiring PMs, engineers, apprentices, and designers after a couple months.
",Hiring  freeze,2020-04-01T21:03:35.000Z,,,,,,,,,,,,,,,,
Uptime Institute ,"All with paycuts 
",Hiring  freeze,2020-04-02T13:32:02.000Z,,,,,,,,,,,,,,,,
Upvest,"Hiring: Backend devs, DevSecOps engineer, Principal engineers, VP Growth, VP Product, Head of talent, Content writer
",Hiring,2020-04-02T03:54:12.000Z,,,,,,,,,,,,,,,,
Upwork,"Hiring product, engineers and more
",Hiring,2020-03-29T01:38:14.000Z,https://careers.upwork.com/homepage,,,,,,,,,,,,,,,
Urban Company,"All
",Hiring  freeze,2020-04-01T21:46:14.000Z,,,,,,,,,,,,,,,,
Urban Outfitters,"Summer Internship program has been cancelled
Hiring freeze for all positions, rescinded all offers, furloughed newer employees
",Hiring  freeze,2020-04-07T16:30:55.000Z,https://www.urbanoutfitters.com/careers,,,,,,,,,,,,,,,
Urban Science,"Pending offers rescinded, accepted offers remain
",Hiring  freeze,2020-04-10T13:36:07.000Z,,,,,,,,,,,,,,,,
Urbint,"Continued hiring in Engineering, freezes in other departments (3/30)",Layoffs,2020-04-07T03:20:49.000Z,https://urbint.com/careers,,,,,,,,,,,,,,,
URBN,"
",Hiring  freeze,2020-04-06T17:32:54.000Z,,,,,,,,,,,,,,,,
Urjanet,"
",Hiring  freeze,2020-04-02T13:30:18.000Z,,,,,,,,,,,,,,,,
Us army ,"
",Hiring,2020-04-06T21:01:14.000Z,,,,,,,,,,,,,,,,
Us army Corp of engineers ,"
",Hiring,2020-04-06T21:01:59.000Z,,,,,,,,,,,,,,,,
US Bank,"
",Hiring,2020-04-01T20:18:03.000Z,,,,,,,,,,,,,,,,
US Foods,"Corporate-only. Furloughed 30% corporate 
",Hiring  freeze,2020-04-09T12:33:13.000Z,,,,,,,,,,,,,,,,
usa today,"
",Hiring,2020-04-01T20:18:22.000Z,,,,,,,,,,,,,,,,
USAA,,Hiring,2020-03-28T17:08:36.000Z,https://www.usaajobs.com/,,,,,,,,,,,,,,,
USAID,"
",Hiring,2020-04-03T03:52:15.000Z,,,,,,,,,,,,,,,,
Uscg,"
",Hiring,2020-04-10T13:36:34.000Z,,,,,,,,,,,,,,,,
Uselab,,Hiring  freeze,2020-04-02T13:28:22.000Z,,,,,,,,,,,,,,,,
Usertesting,"Continuing to hire all positions 
",Hiring,2020-04-01T21:33:17.000Z,,,,,,,,,,,,,,,,
Userzoom,"ux research
",Hiring,2020-04-09T17:23:19.000Z,,,,,,,,,,,,,,,,
USGS,"Furloughs upcoming
",Hiring  freeze,2020-04-01T20:14:59.000Z,,,,,,,,,,,,,,,,
uShip Inc.,"
",Layoffs,2020-04-01T20:13:06.000Z,,,,,,,,,,,,,,,,
USIC,"Underground Utility Locators
",Hiring,2020-04-06T20:26:44.000Z,,,,,,,,,,,,,,,,
Uspl Sportsbiz Pvt ltd,"
",Hiring,2020-04-05T14:13:04.000Z,,,,,,,,,,,,,,,,
UST Global,"All Roles
",Hiring  freeze,2020-04-01T20:12:43.000Z,,,,,,,,,,,,,,,,
ustwo,"Hiring freelancers for certain projects
",Hiring,2020-04-01T19:59:17.000Z,,,,,,,,,,,,,,,,
USU GmbH,"
",Hiring,2020-03-31T23:26:26.000Z,,,,,,,,,,,,,,,,
Utc,"
",Hiring,2020-04-01T19:56:51.000Z,,,,,,,,,,,,,,,,
UWM,"Only certain teams
",Hiring,2020-04-06T22:47:46.000Z,,,,,,,,,,,,,,,,
Vacasa,"https://www.oregonlive.com/silicon-forest/2020/03/portland-vacation-rental-giant-vasasa-lays-off-employees-cuts-pay-and-hours-amid-coronavirus-outbreak.html
",Layoffs,2020-03-29T16:29:50.000Z,,,,,,,,,,,,,,,,
Vail Resorts,Company is on hiring freeze.,Hiring  freeze,2020-04-02T13:26:36.000Z,,,,,,,,,,,,,,,,
Valassis,"
",Hiring  freeze,2020-04-06T16:07:06.000Z,,,,,,,,,,,,,,,,
Valent,"
",Hiring,2020-04-01T19:52:59.000Z,,,,,,,,,,,,,,,,
Valeo,"
",Hiring,2020-04-05T15:45:29.000Z,,,,,,,,,,,,,,,,
Validity,"https://www.validity.com/careers/
",Hiring,2020-04-08T16:20:04.000Z,,,,,,,,,,,,,,,,
Valimail,"Hiring in many departments: https://www.valimail.com/about/careers/
",Hiring,2020-04-01T19:53:49.000Z,,,,,,,,,,,,,,,,
Valkyrie Trading,"Currently hiring for full-time roles. W
",Hiring,2020-04-01T19:53:59.000Z,,,,,,,,,,,,,,,,
Valley Metro,"
",Hiring,2020-04-06T04:54:59.000Z,,,,,,,,,,,,,,,,
"Valmont Industries, Inc.","Manufacturing roles 
",Hiring,2020-04-09T17:01:59.000Z,,,,,,,,,,,,,,,,
Valpak,"Lot of furloughs given to IT and other teams as of 03/20
",Layoffs,2020-04-01T19:51:13.000Z,,,,,,,,,,,,,,,,
Valuemomentum,"Data Analyst 
",Hiring,2020-04-01T19:50:47.000Z,,,,,,,,,,,,,,,,
Valynt Digital,"Digital Marketing Specialist. Must have experience running and optimizing Facebook Ads/Google Adwords campaigns.
",Hiring,2020-04-01T19:49:38.000Z,,,,,,,,,,,,,,,,
Vanderbilt University,"
",Hiring  freeze,2020-04-01T19:49:11.000Z,,,,,,,,,,,,,,,,
Vanderbilt University Medical Center,"
",Hiring  freeze,2020-04-09T15:59:30.000Z,,,,,,,,,,,,,,,,
Vanguard,"Reports of continued hiring and a few of a hiring freeze. See below:
Hiring:","Hiring,Hiring  freeze",2020-04-05T14:05:44.000Z,,,,,,,,,,,,,,,,
Vans,,"Hiring  freeze,Offers rescinded",2020-03-29T22:07:19.000Z,,,,,,,,,,,,,,,,
Vantage Point,"Certain roles - https://angel.co/l/2rUKts
",Hiring,2020-04-01T19:48:38.000Z,,,,,,,,,,,,,,,,
Varada,"Developers
",Hiring,2020-03-31T17:42:27.000Z,,,,,,,,,,,,,,,,
Varejo Integrado,"Sales Lead, CFO, Software Engineer
",Hiring,2020-04-02T13:25:14.000Z,,,,,,,,,,,,,,,,
Varex imaging,"
",Hiring,2020-04-10T13:37:51.000Z,,,,,,,,,,,,,,,,
Varian Medical Systems,"Some adjustments for these times, but still hiring:  https://www.varian.com/about-varian/careers
","Hiring,Hiring  freeze",2020-04-09T23:47:40.000Z,https://www.varian.com/about-varian/careers,,,,,,,,,,,,,,,
vArmour ,"Hiring across board sales, engineering in Bay area and canada
",Hiring,2020-03-28T23:50:22.000Z,https://www.varmour.com/company/careers,,,,,,,,,,,,,,,
Varo Money,,Hiring,2020-03-30T06:43:49.000Z,https://jobs.lever.co/varomoney,,,,,,,,,,,,,,,
Varonis,"
",Hiring  freeze,2020-04-09T15:46:10.000Z,,,,,,,,,,,,,,,,
Varsity Tutors,"About 20%, fairly broad
",Layoffs,2020-04-07T11:30:54.000Z,,,,,,,,,,,,,,,,
vayyar,"
",Hiring,2020-04-07T16:31:45.000Z,,,,,,,,,,,,,,,,
Vector Solutions,"
",Hiring  freeze,2020-04-08T23:53:00.000Z,,,,,,,,,,,,,,,,
Vedanta Resources,"
",Hiring  freeze,2020-04-06T17:43:56.000Z,,,,,,,,,,,,,,,,
Veeam Software,"
",Hiring  freeze,2020-04-01T19:45:52.000Z,,,,,,,,,,,,,,,,
Veem Inc,"Layoffs across Engineering, Product, Sales, Marketing
",Layoffs,2020-04-01T19:45:22.000Z,,,,,,,,,,,,,,,,
Veeva Systems,"Hiring is staying the same, everything is now virtual
Potentially increasing hiring since Veeva has seen a 10x increase in usage
",Hiring,2020-04-07T16:59:01.000Z,https://www.veeva.com/meet-veeva/careers/,,,,,,,,,,,,,,,
Vegan Cuts,"
",Hiring,2020-04-01T19:44:59.000Z,,,,,,,,,,,,,,,,
Velex,,Hiring,2020-03-28T18:33:06.000Z,https://intelgica.wd5.myworkdayjobs.com/Velex,,,,,,,,,,,,,,,
velocity global,"
",Hiring,2020-04-07T17:00:51.000Z,,,,,,,,,,,,,,,,
velodyne,"
",Layoffs,2020-04-01T19:44:32.000Z,,,,,,,,,,,,,,,,
Velosio,"
",Hiring  freeze,2020-04-01T19:44:00.000Z,,,,,,,,,,,,,,,,
Vena Solutions ,"
",Hiring,2020-04-01T19:43:38.000Z,,,,,,,,,,,,,,,,
Venafi,"
",Hiring  freeze,2020-04-01T19:40:30.000Z,,,,,,,,,,,,,,,,
Venmo,"Confirmed for engineers from multiple sources
",Hiring,2020-03-28T15:47:51.000Z,https://venmo.com/jobs/,,,,,,,,,,,,,,,
Veoneer,"
",Hiring,2020-04-02T13:24:09.000Z,,,,,,,,,,,,,,,,
Veracode Inc,,Hiring  freeze,2020-03-28T18:20:27.000Z,https://www.veracode.com/about/careers,,,,,,,,,,,,,,,
Verafin,"https://jobs.lever.co/verafin?lever-via=cael7WSavA
",Hiring,2020-04-01T19:40:28.000Z,,,,,,,,,,,,,,,,
Verana Health,"Clinical Data Science team: https://www.veranahealth.com/company/careers/data-science/
",Hiring,2020-04-07T17:01:03.000Z,,,,,,,,,,,,,,,,
verbit,"
",Hiring,2020-04-02T13:23:52.000Z,,,,,,,,,,,,,,,,
Veriff,"Hiring mainly to Estonia 
",Hiring,2020-03-31T18:19:36.000Z,https://www.veriff.com/careers,,,,,,,,,,,,,,,
Verifone,"Some teams
",Layoffs,2020-04-01T19:38:45.000Z,,,,,,,,,,,,,,,,
Verily,"Verily has decided to stop intern recruitment. Rescinding offers: Interns are being told that if stay-at-home orders remain in place after May, they will pull offers. They state they are not able to support virtual internships.
","Hiring  freeze,Hiring",2020-04-08T23:56:19.000Z,https://verily.com/roles/,,,,,,,,,,,,,,,
Verint,"
",Layoffs,2020-04-01T19:38:19.000Z,,,,,,,,,,,,,,,,
Verisk,Limited hiring - freeze on most roles; ,"Hiring,Hiring  freeze",2020-04-10T13:38:11.000Z,,,,,,,,,,,,,,,,
Veritas,"Globally all positions are frozen - 1 account
",Hiring  freeze,2020-03-28T23:50:14.000Z,https://www.veritas.com/company/careers,,,,,,,,,,,,,,,
Verite Group Inc.,"
",Hiring  freeze,2020-04-01T19:36:08.000Z,,,,,,,,,,,,,,,,
Veritiv Corporation,"
",Hiring  freeze,2020-04-01T19:35:16.000Z,,,,,,,,,,,,,,,,
verity,"
",Hiring,2020-04-02T13:22:38.000Z,,,,,,,,,,,,,,,,
Verivox,"
",Hiring  freeze,2020-04-01T17:54:13.000Z,,,,,,,,,,,,,,,,
Verizon,"Reports of hiring and hiring freeze. See below: 
Hiring:","Hiring  freeze,Layoffs",2020-04-10T13:39:49.000Z,https://www.verizon.com/about/careers,,,,,,,,,,,,,,,
Verizon Media,"Multiple reports of a hiring freeze and 1 of hiring. See below:
Hiring freeze:","Hiring,Hiring  freeze",2020-04-09T12:59:28.000Z,,,,,,,,,,,,,,,,
Verkada,"Reports of hiring and a hiring freeze. See below:
Hiring:","Hiring,Hiring  freeze",2020-04-09T16:32:17.000Z,https://www.verkada.com/careers/,,,,,,,,,,,,,,,
Verloop.io,"Hiring for Engineering roles confirmed
",Hiring,2020-03-29T03:19:30.000Z,,,,,,,,,,,,,,,,
Verteva,"Developers and designers
",Hiring,2020-04-01T19:33:30.000Z,,,,,,,,,,,,,,,,
Vertex Pharmaceuticals,"
",Hiring,2020-04-05T15:26:37.000Z,,,,,,,,,,,,,,,,
Vertica,"
",Hiring,2020-04-06T16:11:31.000Z,,,,,,,,,,,,,,,,
Very Good Security,"
",Hiring,2020-04-06T04:57:02.000Z,,,,,,,,,,,,,,,,
Vestas,,Hiring  freeze,2020-03-29T16:29:57.000Z,https://www.vestas.com/en/career,,,,,,,,,,,,,,,
Vestiaire Collective,,Hiring  freeze,2020-03-29T11:08:43.000Z,,,,,,,,,,,,,,,,
Vesuvius ltd,,Hiring  freeze,2020-03-28T15:27:04.000Z,https://www.vesuvius.com/en/careers.html,,,,,,,,,,,,,,,
Vetcove,"Actively hiring across the organization
",Hiring,2020-03-31T16:01:55.000Z,,,,,,,,,,,,,,,,
Vettery,"Enterprise sales
",Hiring,2020-04-02T03:52:58.000Z,,,,,,,,,,,,,,,,
Vevo,"
",Hiring,2020-04-01T19:32:11.000Z,,,,,,,,,,,,,,,,
VF,"multiple reports
","Layoffs,Hiring  freeze",2020-04-01T19:31:50.000Z,,,,,,,,,,,,,,,,
Via,"Active candidates are being told there's a freeze
",Hiring  freeze,2020-03-29T15:07:42.000Z,,,,,,,,,,,,,,,,
Via OnDemand Transport,"Candidate told hiring on freeze until return to office. 
",Hiring  freeze,2020-03-28T17:31:31.000Z,https://ridewithvia.com/jobs/,,,,,,,,,,,,,,,
Viacom,"
",Hiring  freeze,2020-04-01T19:28:03.000Z,,,,,,,,,,,,,,,,
ViacomCBS,"Entire  Company  including  Intern Program- multiple reports
3 reports of layoffs
",Hiring  freeze,2020-04-09T21:36:38.000Z,,,,,,,,,,,,,,,,
Viant,"
",Hiring  freeze,2020-04-01T19:27:12.000Z,,,,,,,,,,,,,,,,
Viasat ,"Only certain orgs 
",Hiring  freeze,2020-03-28T18:33:17.000Z,https://careers.viasat.com/,,,,,,,,,,,,,,,
Viavi,"
",Hiring,2020-04-01T19:26:53.000Z,,,,,,,,,,,,,,,,
Viber,"
",Hiring,2020-03-29T11:03:07.000Z,https://www.viber.com/en/careers/,,,,,,,,,,,,,,,
VIC,"stop hiring in uae 
",Hiring  freeze,2020-04-02T13:18:43.000Z,,,,,,,,,,,,,,,,
Vice,"reports of hiring and hiring freeze
",Hiring,2020-04-07T17:01:58.000Z,,,,,,,,,,,,,,,,
victoria secret,"
",Hiring,2020-04-10T13:43:39.000Z,,,,,,,,,,,,,,,,
