date,source_id,cost
12/29/14,PA0467,494
2/4/14,PA0394,7044
4/13/14,PA0973,7629
1/8/14,PA0277,1352
6/13/14,PA0126,1045
4/12/14,PA0732,3804
6/28/14,PA0270,3619
8/12/14,PA0368,9416
12/27/14,PA0732,8511
4/12/14,PA0482,1145
7/22/14,PA0527,9101
9/16/14,PA0619,6186
7/30/14,PA0577,1805
6/5/14,PA0958,8206
3/29/14,PA0900,4475
5/16/14,PA0168,931
3/23/14,PA0830,2495
10/17/14,PA0338,7285
1/3/14,PA0552,5393
6/4/14,PA0958,449
10/27/14,PA0607,5365
3/2/14,PA0751,2895
5/8/14,PA0751,3582
2/18/14,PA0526,2469
5/13/14,PA0277,6601
10/12/14,PA0552,995
9/28/14,PA0672,3127
6/13/14,PA0482,NA
8/4/14,PA0659,7040
3/18/14,PA0696,7688
11/20/14,PA0354,8
10/27/14,PA0792,6351
5/31/14,PA0198,2902
2/10/14,PA0843,2260
11/10/14,PA0958,1764
7/18/14,PA0277,6195
4/22/14,PA0526,1173
3/6/14,PA0672,708
10/25/14,PA0293,6296
1/15/14,PA0923,9327
8/2/14,PA0474,9351
3/7/14,PA0751,9234
7/15/14,PA0973,3470
6/12/14,PA0338,471
12/16/14,PA0900,4701
9/17/14,PA0952,2982
12/31/14,PA0470,5903
5/25/14,PA0607,504
1/31/14,PA0174,4994
1/4/14,PA0543,5874
2/14/14,PA0126,4304
6/4/14,PA0470,9418
8/25/14,PA0126,6299
6/22/14,PA0474,7887
9/22/14,PA0696,3577
1/19/14,PA0859,4663
9/5/14,PA0752,1321
12/4/14,PA0057,3404
2/15/14,PA0411,8048
10/11/14,PA0338,9442
2/26/14,PA0394,4192
11/7/14,PA0745,9970
12/3/14,PA0352,6693
11/4/14,PA0293,1400
8/25/14,PA0732,6254
4/17/14,PA0482,5363
7/6/14,PA0873,9678
2/9/14,PA0168,6699
6/10/14,PA0368,7772
2/11/14,PA0270,8968
1/30/14,PA0354,7932
8/21/14,PA0308,8540
8/30/14,PA0672,7764
12/9/14,PA0973,5191
10/24/14,PA0168,8775
3/10/14,PA0543,1656
8/8/14,PA0168,8471
3/2/14,PA0470,2277
11/15/14,PA0923,580
5/7/14,PA0619,638
9/24/14,PA0752,1986
10/15/14,PA0607,1143
10/20/14,PA0534,6742
8/7/14,PA0732,1414
5/11/14,PA0958,4806
8/2/14,PA0973,9616
12/24/14,PA0338,382
9/16/14,PA0958,3393
2/9/14,PA0830,6358
6/22/14,PA0696,6033
1/25/14,PA0394,2197
12/24/14,PA0900,9412
5/20/14,PA0308,317
12/19/14,PA0859,4016
5/29/14,PA0470,4035
2/19/14,PA0619,1658
10/12/14,PA0198,7972
6/25/14,PA0607,1679
6/15/14,PA0258,9721
11/12/14,PA0552,8209
6/28/14,PA0619,8506
11/25/14,PA0952,7370
3/26/14,PA0808,5480
11/4/14,PA0526,2421
7/31/14,PA0482,8280
4/21/14,PA0696,945
2/4/14,PA0732,3241
5/17/14,PA0470,7929
8/28/14,PA0672,9742
10/20/14,PA0526,9237
4/23/14,PA0873,3272
8/27/14,PA0527,4348
7/6/14,PA0198,8785
5/23/14,PA0526,7500
3/15/14,PA0318,5649
9/23/14,PA0470,9837
9/9/14,PA0830,2134
9/19/14,PA0952,582
3/28/14,PA0577,4308
4/7/14,PA0543,6217
7/2/14,PA0526,7865
11/18/14,PA0732,8099
5/14/14,PA0394,8656
12/14/14,PA0672,4815
6/20/14,PA0923,6652
3/12/14,PA0258,1034
7/27/14,PA0792,8174
4/10/14,PA0619,6916
1/20/14,PA0923,7846
10/25/14,PA0354,3068
5/19/14,PA0752,7545
6/15/14,PA0338,405
1/9/14,PA0467,214
7/18/14,PA0527,2040
1/3/14,PA0168,6086
8/7/14,PA0470,99
9/10/14,PA0577,8078
10/19/14,PA0126,2732
5/5/14,PA0678,1453
1/24/14,PA0792,6967
12/2/14,PA0696,3577
7/16/14,PA0270,8288
5/12/14,PA0751,5005
6/9/14,PA0732,5218
9/20/14,PA0308,1875
12/22/14,PA0174,2686
6/1/14,PA0352,5504
9/18/14,PA0270,4501
2/3/14,PA0534,7004
7/24/14,PA0126,4781
6/16/14,PA0467,8685
11/8/14,PA0732,6078
6/28/14,PA0543,9547
1/12/14,PA0368,344
10/18/14,PA0659,8787
6/22/14,PA0678,5759
2/15/14,PA0293,4635
3/12/14,PA0672,379
9/27/14,PA0394,1327
10/29/14,PA0696,6901
3/14/14,PA0526,3056
1/11/14,PA0808,6225
10/11/14,PA0751,9102
11/20/14,PA0619,3063
6/17/14,PA0900,5945
2/7/14,PA0830,4898
10/6/14,PA0174,9080
5/16/14,PA0293,2627
2/1/14,PA0732,8
3/28/14,PA0792,135
5/16/14,PA0973,1692
3/3/14,PA0527,1433
7/1/14,PA0277,6257
10/11/14,PA0752,8345
7/9/14,PA0470,1236
8/15/14,PA0543,3194
12/8/14,PA0619,480
6/10/14,PA0543,825
8/20/14,PA0900,679
1/21/14,PA0467,7398
12/21/14,PA0678,2708
7/1/14,PA0394,6954
1/16/14,PA0126,7939
6/3/14,PA0277,4683
12/14/14,PA0577,6155
1/21/14,PA0745,575
11/21/14,PA0923,3083
1/16/14,PA0527,6050
10/20/14,PA0900,7657
5/21/14,PA0619,2369
10/5/14,PA0900,806
8/22/14,PA0873,9240
11/5/14,PA0338,7771
5/22/14,PA0552,1478
7/7/14,PA0474,3975
11/20/14,PA0952,7325
9/28/14,PA0958,285
7/7/14,PA0318,9673
12/16/14,PA0352,6097
4/2/14,PA0354,6551
12/3/14,PA0474,3851
6/25/14,PA0277,7260
7/23/14,PA0577,264
11/21/14,PA0808,7154
4/30/14,PA0923,1721
9/21/14,PA0958,6851
12/19/14,PA0696,2133
2/20/14,PA0534,7391
5/15/14,PA0672,3173
4/30/14,PA0534,1307
2/20/14,PA0952,4438
2/1/14,PA0672,239
9/23/14,PA0354,NA
6/15/14,PA0552,7686
7/7/14,PA0752,2331
3/6/14,PA0174,2486
4/29/14,PA0474,809
7/2/14,PA0958,3504
12/15/14,PA0126,8101
9/10/14,PA0467,4951
8/11/14,PA0619,7284
2/28/14,PA0672,2503
8/29/14,PA0696,3384
4/3/14,PA0293,1173
12/10/14,PA0126,3019
11/28/14,PA0338,4639
2/13/14,PA0270,3513
1/31/14,PA0057,6494
9/15/14,PA0751,1280
6/23/14,PA0526,4981
4/8/14,PA0293,10
4/19/14,PA0126,9865
9/21/14,PA0843,8616
5/17/14,PA0293,253
8/30/14,PA0126,583
12/13/14,PA0830,6021
3/15/14,PA0659,3034
2/17/14,PA0672,1840
2/21/14,PA0577,5477
7/10/14,PA0696,8052
4/3/14,PA0952,2362
4/2/14,PA0198,8687
5/31/14,PA0672,1389
9/9/14,PA0338,7448
1/28/14,PA0474,3850
8/1/14,PA0474,3494
12/2/14,PA0900,5401
9/9/14,PA0174,7870
6/12/14,PA0859,4488
11/3/14,PA0672,1451
3/12/14,PA0202,NA
8/24/14,PA0411,8905
5/4/14,PA0619,1159
9/25/14,PA0923,7137
10/15/14,PA0952,8355
8/16/14,PA0619,12
1/19/14,PA0678,7722
7/13/14,PA0057,9789
10/22/14,PA0952,4303
11/24/14,PA0168,6293
6/9/14,PA0873,1215
4/23/14,PA0126,5514
10/14/14,PA0482,4792
9/11/14,PA0057,6224
12/23/14,PA0526,3645
1/21/14,PA0619,3162
12/26/14,PA0830,119
11/12/14,PA0678,5374
6/8/14,PA0482,8017
11/16/14,PA0126,5790
4/10/14,PA0474,3333
1/29/14,PA0126,1308
6/25/14,PA0126,32
4/7/14,PA0659,8806
8/20/14,PA0394,9404
12/29/14,PA0751,9424
9/17/14,PA0293,3774
7/3/14,PA0168,7498
6/30/14,PA0270,4745
2/26/14,PA0534,5552
12/1/14,PA0411,7667
1/26/14,PA0859,8829
3/22/14,PA0732,8504
3/16/14,PA0952,2897
8/3/14,PA0270,4212
12/7/14,PA0318,2529
5/22/14,PA0354,6304
9/26/14,PA0174,7424
9/26/14,PA0900,5029
6/8/14,PA0474,4548
7/10/14,PA0169,5346
8/13/14,PA0526,6468
2/3/14,PA0859,4031
6/23/14,PA0169,2099
4/6/14,PA0293,1667
7/11/14,PA0792,9020
12/5/14,PA0577,2158
5/24/14,PA0958,5900
4/16/14,PA0470,1670
3/11/14,PA0577,9600
12/21/14,PA0843,2206
1/17/14,PA0202,1341
4/25/14,PA0958,9322
5/26/14,PA0168,9081
7/3/14,PA0126,4101
4/20/14,PA0751,7570
10/4/14,PA0859,1405
5/8/14,PA0470,4955
3/21/14,PA0126,1187
4/8/14,PA0900,4271
4/29/14,PA0607,7020
8/26/14,PA0474,8044
3/2/14,PA0394,8422
12/16/14,PA0057,6789
10/10/14,PA0958,5516
12/3/14,PA0923,6167
8/14/14,PA0973,697
5/23/14,PA0973,2993
11/23/14,PA0678,4627
2/12/14,PA0368,3792
8/12/14,PA0482,9581
5/30/14,PA0543,8467
6/22/14,PA0923,1728
9/15/14,PA0308,3253
3/24/14,PA0474,9531
5/1/14,PA0308,NA
1/3/14,PA0900,5178
4/27/14,PA0474,1332
11/28/14,PA0474,9055
7/25/14,PA0873,9854
10/12/14,PA0607,5489
11/22/14,PA0354,1207
8/29/14,PA0338,7098
8/29/14,PA0198,8244
4/8/14,PA0169,4550
5/9/14,PA0277,6006
11/7/14,PA0619,492
2/17/14,PA0745,988
8/2/14,PA0607,1030
1/1/14,PA0952,3830
7/29/14,PA0843,5024
4/20/14,PA0619,7984
3/24/14,PA0752,3146
3/10/14,PA0411,1129
8/22/14,PA0470,4342
12/3/14,PA0526,4044
9/29/14,PA0732,6185
3/23/14,PA0270,1820
4/22/14,PA0745,3954
4/22/14,PA0258,4141
1/4/14,PA0752,5137
8/5/14,PA0057,7163
4/25/14,PA0293,8748
3/3/14,PA0873,1147
2/16/14,PA0482,8905
11/9/14,PA0607,6724
11/6/14,PA0752,9933
10/19/14,PA0843,9795
2/3/14,PA0577,6059
9/9/14,PA0923,6680
5/4/14,PA0198,4526
11/23/14,PA0467,5239
7/27/14,PA0394,89
7/20/14,PA0352,6880
7/20/14,PA0202,8099
4/2/14,PA0732,3006
4/9/14,PA0830,1768
1/22/14,PA0752,8683
11/5/14,PA0751,3084
3/31/14,PA0672,1836
2/16/14,PA0474,8109
9/23/14,PA0900,1355
11/29/14,PA0368,2863
12/16/14,PA0752,651
2/3/14,PA0808,2158
3/19/14,PA0126,4027
6/11/14,PA0577,1541
5/14/14,PA0923,4775
9/10/14,PA0752,6278
12/2/14,PA0202,4639
7/28/14,PA0696,534
2/6/14,PA0352,139
8/30/14,PA0619,9770
12/4/14,PA0270,646
4/3/14,PA0973,3452
6/6/14,PA0318,8877
2/4/14,PA0534,9977
3/12/14,PA0792,4018
12/12/14,PA0843,NA
11/17/14,PA0672,9808
8/20/14,PA0482,9273
1/27/14,PA0467,6694
11/27/14,PA0873,6161
5/4/14,PA0474,4244
12/29/14,PA0843,5720
9/29/14,PA0873,7706
8/1/14,PA0526,7790
12/3/14,PA0808,6050
8/6/14,PA0394,8005
1/18/14,PA0751,814
6/6/14,PA0900,4489
7/19/14,PA0527,491
12/24/14,PA0526,4751
4/7/14,PA0952,6364
6/18/14,PA0973,6075
5/22/14,PA0277,2486
1/8/14,PA0258,4780
5/22/14,PA0792,8317
6/26/14,PA0619,1762
4/27/14,PA0482,2732
5/27/14,PA0308,9438
2/18/14,PA0552,6982
12/7/14,PA0732,3596
2/9/14,PA0318,4876
2/23/14,PA0470,7028
1/8/14,PA0745,7688
6/29/14,PA0873,1754
12/4/14,PA0973,319
9/4/14,PA0732,4343
5/4/14,PA0526,7849
2/28/14,PA0126,4635
8/11/14,PA0168,6309
12/18/14,PA0293,4179
5/2/14,PA0900,7152
12/19/14,PA0830,4043
3/9/14,PA0202,7639
10/27/14,PA0169,8939
9/13/14,PA0308,8384
5/14/14,PA0973,8071
7/8/14,PA0900,1488
8/22/14,PA0467,3358
1/22/14,PA0277,8354
6/26/14,PA0293,1150
1/24/14,PA0270,5977
6/7/14,PA0678,8976
11/30/14,PA0792,117
5/13/14,PA0973,NA
3/21/14,PA0258,1960
11/2/14,PA0659,856
12/7/14,PA0057,3536
2/10/14,PA0973,6339
10/13/14,PA0411,2081
11/21/14,PA0952,5320
11/1/14,PA0552,1648
10/9/14,PA0470,4414
11/7/14,PA0202,4998
2/12/14,PA0543,2662
10/14/14,PA0958,9536
9/11/14,PA0470,7189
8/31/14,PA0338,634
8/16/14,PA0678,9298
7/31/14,PA0168,8416
1/27/14,PA0830,4628
1/5/14,PA0792,354
7/27/14,PA0527,8045
5/4/14,PA0368,1886
8/27/14,PA0792,2666
2/19/14,PA0659,6557
2/17/14,PA0808,3560
6/9/14,PA0534,52
5/28/14,PA0474,1987
10/19/14,PA0202,7618
4/8/14,PA0792,7709
12/1/14,PA0543,9445
2/24/14,PA0057,3243
2/17/14,PA0168,1625
2/2/14,PA0354,9347
8/25/14,PA0202,1261
4/28/14,PA0277,4449
1/17/14,PA0732,2779
12/15/14,PA0527,4250
10/21/14,PA0952,5571
12/9/14,PA0467,8404
9/1/14,PA0293,8896
1/16/14,PA0607,5975
11/17/14,PA0368,4057
2/4/14,PA0859,6540
7/13/14,PA0174,3317
9/13/14,PA0318,9565
5/18/14,PA0678,950
11/13/14,PA0057,3912
7/12/14,PA0352,938
2/7/14,PA0338,5333
11/6/14,PA0174,665
12/5/14,PA0873,5319
3/5/14,PA0338,1375
10/1/14,PA0619,8556
12/26/14,PA0552,6926
6/2/14,PA0843,7666
10/28/14,PA0534,7490
1/21/14,PA0607,5419
8/3/14,PA0808,1731
3/27/14,PA0973,4117
4/6/14,PA0258,9047
4/19/14,PA0900,7918
11/26/14,PA0277,2323
4/25/14,PA0174,6106
7/21/14,PA0168,7547
3/7/14,PA0534,5665
4/1/14,PA0174,7108
10/31/14,PA0368,3476
6/7/14,PA0168,4094
10/28/14,PA0752,9651
12/13/14,PA0470,3317
11/20/14,PA0745,4247
8/19/14,PA0577,5121
2/18/14,PA0808,6992
2/4/14,PA0830,5993
4/2/14,PA0973,9560
12/9/14,PA0277,232
4/18/14,PA0696,4594
5/26/14,PA0678,7696
1/28/14,PA0751,8105
4/28/14,PA0202,5455
9/2/14,PA0318,1345
6/11/14,PA0607,8843
4/19/14,PA0952,1042
6/7/14,PA0672,7610
11/25/14,PA0751,7323
1/25/14,PA0270,9899
12/9/14,PA0174,5110
4/7/14,PA0526,791
1/6/14,PA0394,1735
3/12/14,PA0474,1808
5/23/14,PA0169,4805
12/18/14,PA0552,291
7/14/14,PA0338,6883
2/26/14,PA0751,9519
12/1/14,PA0470,4750
9/1/14,PA0900,821
10/4/14,PA0973,8729
4/2/14,PA0808,1327
11/11/14,PA0470,3393
4/8/14,PA0308,1085
1/23/14,PA0352,7713
3/24/14,PA0678,2667
9/6/14,PA0467,5728
7/29/14,PA0526,2263
10/2/14,PA0198,8565
10/29/14,PA0368,894
8/23/14,PA0607,4410
8/31/14,PA0482,9741
6/28/14,PA0752,6784
5/18/14,PA0368,225
7/16/14,PA0808,8214
3/25/14,PA0470,394
10/20/14,PA0308,607
6/6/14,PA0057,3025
2/5/14,PA0751,301
6/11/14,PA0202,4490
6/5/14,PA0952,4243
10/30/14,PA0352,7018
11/7/14,PA0752,8719
1/26/14,PA0258,4014
5/29/14,PA0338,2094
8/7/14,PA0467,9597
1/9/14,PA0174,4497
12/31/14,PA0126,2761
10/27/14,PA0482,138
11/15/14,PA0527,5103
7/9/14,PA0696,9977
1/2/14,PA0900,2789
6/13/14,PA0308,449
6/13/14,PA0830,8014
1/21/14,PA0057,2124
8/18/14,PA0808,6426
5/19/14,PA0678,8128
4/4/14,PA0467,2991
7/23/14,PA0318,5930
11/24/14,PA0732,7309
5/9/14,PA0198,1869
5/12/14,PA0169,5613
11/21/14,PA0308,1713
7/27/14,PA0752,6003
1/11/14,PA0411,3413
5/21/14,PA0607,4469
8/18/14,PA0696,5414
8/7/14,PA0678,667
10/29/14,PA0318,54
5/10/14,PA0952,5934
2/4/14,PA0338,7413
4/3/14,PA0318,8836
6/5/14,PA0338,3620
6/23/14,PA0198,6622
5/24/14,PA0830,768
11/17/14,PA0973,3378
4/10/14,PA0672,5176
11/26/14,PA0607,8049
7/13/14,PA0923,3162
9/16/14,PA0168,7722
5/5/14,PA0354,321
11/9/14,PA0873,6255
1/4/14,PA0174,2968
11/26/14,PA0470,693
2/8/14,PA0543,8431
5/31/14,PA0174,3386
6/30/14,PA0308,9999
6/17/14,PA0338,768
6/17/14,PA0394,4670
7/30/14,PA0973,4828
10/25/14,PA0202,1193
5/16/14,PA0470,4814
8/3/14,PA0696,3799
2/12/14,PA0552,5291
1/3/14,PA0394,9735
5/12/14,PA0168,2775
8/27/14,PA0057,4698
5/14/14,PA0808,5732
12/14/14,PA0732,6683
9/12/14,PA0873,7483
8/29/14,PA0607,2410
2/11/14,PA0659,1803
7/12/14,PA0958,6821
11/4/14,PA0900,6793
1/17/14,PA0057,1691
3/11/14,PA0808,5787
7/24/14,PA0270,1658
6/28/14,PA0338,1836
4/2/14,PA0607,9398
6/20/14,PA0607,7540
6/22/14,PA0792,5951
11/28/14,PA0752,1083
7/8/14,PA0482,3294
2/19/14,PA0338,7638
3/15/14,PA0354,6105
8/13/14,PA0577,4985
5/28/14,PA0534,4233
4/6/14,PA0900,6361
10/29/14,PA0126,7041
6/24/14,PA0277,9927
11/26/14,PA0338,5026
7/13/14,PA0696,8022
7/6/14,PA0952,2071
8/29/14,PA0174,2428
1/9/14,PA0952,3740
12/12/14,PA0659,1634
8/30/14,PA0607,7546
1/23/14,PA0619,4514
8/14/14,PA0843,1623
12/11/14,PA0534,178
3/4/14,PA0338,1630
10/20/14,PA0843,9552
4/22/14,PA0394,5345
7/12/14,PA0543,5707
10/27/14,PA0923,4996
1/24/14,PA0168,2440
2/26/14,PA0168,6587
10/14/14,PA0808,5877
5/5/14,PA0619,6737
12/9/14,PA0952,7078
2/6/14,PA0672,1432
4/17/14,PA0923,3888
4/12/14,PA0619,4289
8/25/14,PA0308,291
8/29/14,PA0732,3815
5/27/14,PA0482,5858
2/4/14,PA0354,8488
12/30/14,PA0198,6556
9/6/14,PA0873,7843
6/26/14,PA0973,1738
6/22/14,PA0732,7377
8/30/14,PA0470,999
7/27/14,PA0900,8662
11/23/14,PA0659,1502
8/2/14,PA0659,6385
4/13/14,PA0354,963
1/26/14,PA0619,3837
1/2/14,PA0619,1056
4/5/14,PA0745,1554
2/14/14,PA0619,6063
12/6/14,PA0293,1063
12/10/14,PA0843,4300
5/29/14,PA0859,2727
2/11/14,PA0308,9539
3/22/14,PA0474,9190
11/9/14,PA0678,3046
12/21/14,PA0732,3009
5/8/14,PA0394,6119
11/1/14,PA0792,9309
4/11/14,PA0577,5543
1/1/14,PA0745,15
6/30/14,PA0696,8411
7/12/14,PA0174,9189
9/10/14,PA0534,7600
3/20/14,PA0470,5183
8/10/14,PA0900,5330
11/24/14,PA0873,4191
8/23/14,PA0732,8339
9/17/14,PA0552,8910
7/1/14,PA0482,2769
11/15/14,PA0678,5786
3/4/14,PA0859,2485
5/29/14,PA0198,9743
4/19/14,PA0958,3259
1/13/14,PA0752,1759
8/15/14,PA0202,954
8/15/14,PA0470,6709
4/3/14,PA0745,2604
8/12/14,PA0672,8635
3/14/14,PA0354,7387
11/15/14,PA0873,5478
11/9/14,PA0732,8544
8/15/14,PA0270,61
5/5/14,PA0792,4028
8/15/14,PA0732,9787
12/31/14,PA0057,4385
6/8/14,PA0174,9035
7/5/14,PA0338,2462
3/19/14,PA0354,4070
10/7/14,PA0745,2112
5/15/14,PA0168,5103
4/16/14,PA0659,7059
4/26/14,PA0745,8396
12/16/14,PA0808,4779
5/20/14,PA0352,4355
10/21/14,PA0859,1169
12/20/14,PA0958,8155
4/28/14,PA0678,6621
9/28/14,PA0659,5201
1/12/14,PA0552,1239
8/1/14,PA0202,4292
10/11/14,PA0482,5277
4/2/14,PA0270,2453
9/2/14,PA0552,9531
6/7/14,PA0198,5223
12/24/14,PA0474,1206
4/14/14,PA0293,8531
10/15/14,PA0526,702
7/19/14,PA0467,5624
8/27/14,PA0607,6843
4/22/14,PA0659,5616
8/22/14,PA0973,5422
6/29/14,PA0659,376
6/25/14,PA0174,2689
10/25/14,PA0168,1861
1/29/14,PA0474,9739
8/18/14,PA0168,9732
2/10/14,PA0411,3086
10/20/14,PA0293,386
9/15/14,PA0411,3233
11/10/14,PA0318,7754
9/3/14,PA0808,1063
4/29/14,PA0526,140
2/3/14,PA0732,9012
12/11/14,PA0169,8228
9/1/14,PA0732,2304
9/10/14,PA0270,9622
7/28/14,PA0174,716
1/22/14,PA0577,5793
8/9/14,PA0859,2841
12/20/14,PA0619,1188
4/11/14,PA0678,7850
5/11/14,PA0843,4220
3/16/14,PA0318,1522
12/28/14,PA0752,143
10/4/14,PA0293,6070
10/16/14,PA0745,6915
5/21/14,PA0952,4584
4/23/14,PA0732,7758
4/6/14,PA0394,112
1/11/14,PA0202,9637
4/22/14,PA0873,9064
7/24/14,PA0543,4484
6/13/14,PA0543,5396
9/2/14,PA0198,1356
4/26/14,PA0467,6107
11/17/14,PA0534,7511
11/3/14,PA0808,9475
12/23/14,PA0202,4531
2/7/14,PA0354,2307
1/17/14,PA0543,7019
7/12/14,PA0952,874
8/9/14,PA0394,7111
6/20/14,PA0174,6193
6/30/14,PA0293,2494
10/22/14,PA0168,6286
3/4/14,PA0672,2323
10/2/14,PA0678,5830
2/19/14,PA0808,7227
6/3/14,PA0745,3570
7/24/14,PA0169,9443
3/29/14,PA0482,4198
1/11/14,PA0198,6121
6/1/14,PA0543,7058
5/22/14,PA0482,2151
12/22/14,PA0202,3685
9/6/14,PA0526,8285
7/26/14,PA0352,5497
8/15/14,PA0174,1303
4/19/14,PA0659,6964
10/11/14,PA0354,5000
12/23/14,PA0952,3197
12/21/14,PA0958,249
8/16/14,PA0270,9061
7/18/14,PA0467,7081
2/17/14,PA0198,7543
10/15/14,PA0394,8987
10/7/14,PA0672,4258
11/8/14,PA0174,4275
5/27/14,PA0277,2591
6/26/14,PA0543,570
8/24/14,PA0168,1711
4/21/14,PA0126,2048
10/20/14,PA0198,7036
2/1/14,PA0843,3945
11/11/14,PA0534,7246
8/7/14,PA0552,5053
3/1/14,PA0745,9235
2/11/14,PA0527,1672
3/19/14,PA0293,2086
3/30/14,PA0619,1959
2/15/14,PA0467,6866
1/16/14,PA0672,8830
8/13/14,PA0338,5623
9/29/14,PA0607,604
1/25/14,PA0900,1943
5/31/14,PA0973,5746
7/18/14,PA0168,5190
8/16/14,PA0672,5253
12/21/14,PA0277,8398
2/25/14,PA0293,9764
1/3/14,PA0169,6387
2/5/14,PA0526,6660
7/2/14,PA0751,3943
6/17/14,PA0958,7652
11/6/14,PA0843,249
12/1/14,PA0169,2941
4/15/14,PA0873,1154
5/23/14,PA0607,8961
12/17/14,PA0830,2074
3/24/14,PA0792,1451
6/20/14,PA0202,5955
7/8/14,PA0751,4332
9/4/14,PA0277,9834
2/2/14,PA0202,4067
3/3/14,PA0607,1065
10/8/14,PA0973,3768
3/8/14,PA0830,8166
8/19/14,PA0258,4993
4/6/14,PA0467,7823
10/30/14,PA0308,2538
8/6/14,PA0169,4738
2/15/14,PA0057,8180
9/19/14,PA0482,2478
11/2/14,PA0619,811
4/27/14,PA0174,173
7/7/14,PA0277,4626
12/10/14,PA0696,4571
3/11/14,PA0952,870
8/25/14,PA0474,8971
5/8/14,PA0619,907
7/22/14,PA0352,3184
5/9/14,PA0830,9256
10/2/14,PA0792,4339
12/12/14,PA0277,7645
10/20/14,PA0873,6252
4/26/14,PA0174,7417
11/12/14,PA0169,36
11/24/14,PA0482,6902
1/2/14,PA0672,6663
5/20/14,PA0169,8403
4/22/14,PA0619,2954
1/8/14,PA0338,4349
4/5/14,PA0577,561
10/3/14,PA0952,1304
5/1/14,PA0843,901
7/4/14,PA0527,6465
12/17/14,PA0577,7563
12/29/14,PA0973,5228
3/26/14,PA0745,129
10/26/14,PA0168,1858
3/8/14,PA0859,4790
4/21/14,PA0952,9358
10/7/14,PA0607,7764
5/12/14,PA0577,4597
4/18/14,PA0470,2329
4/7/14,PA0843,409
3/14/14,PA0168,5919
6/28/14,PA0952,8453
6/12/14,PA0751,5588
1/26/14,PA0696,56
2/26/14,PA0678,3521
11/6/14,PA0577,4131
10/11/14,PA0952,919
12/24/14,PA0607,9919
3/29/14,PA0411,5653
11/9/14,PA0543,3765
4/19/14,PA0202,9505
3/3/14,PA0751,1694
7/24/14,PA0808,5351
12/13/14,PA0411,7848
11/6/14,PA0808,9451
8/13/14,PA0843,748
9/11/14,PA0352,7891
9/27/14,PA0973,6543
5/18/14,PA0168,9434
3/2/14,PA0467,1973
4/24/14,PA0318,5536
4/5/14,PA0394,4939
1/22/14,PA0527,6273
5/19/14,PA0745,9532
5/19/14,PA0843,5915
3/18/14,PA0543,5444
5/28/14,PA0258,1136
2/1/14,PA0751,2160
11/19/14,PA0368,7534
3/27/14,PA0792,4483
12/28/14,PA0168,24
11/10/14,PA0174,8051
9/4/14,PA0474,8915
1/5/14,PA0577,5021
7/4/14,PA0543,8879
8/24/14,PA0619,7171
9/8/14,PA0751,5263
8/3/14,PA0534,4808
5/25/14,PA0534,6796
7/19/14,PA0577,6801
12/29/14,PA0900,3345
9/29/14,PA0543,7442
11/6/14,PA0678,3514
10/3/14,PA0470,5069
8/29/14,PA0526,2317
4/15/14,PA0411,3486
12/10/14,PA0354,3605
2/15/14,PA0577,6592
4/24/14,PA0258,9973
1/22/14,PA0308,179
6/3/14,PA0174,3780
9/1/14,PA0751,3736
3/16/14,PA0526,1714
1/5/14,PA0607,6539
4/20/14,PA0696,1294
8/15/14,PA0318,3311
12/14/14,PA0678,2571
11/5/14,PA0607,3420
11/22/14,PA0696,1580
4/10/14,PA0411,8966
12/31/14,PA0474,195
6/29/14,PA0482,911
8/10/14,PA0308,539
12/19/14,PA0474,9205
11/3/14,PA0751,4721
10/31/14,PA0958,5339
6/30/14,PA0672,7474
3/30/14,PA0354,2437
10/6/14,PA0318,9582
12/9/14,PA0527,8548
4/20/14,PA0338,6946
1/21/14,PA0678,5273
1/17/14,PA0270,NA
1/17/14,PA0659,8153
8/27/14,PA0808,5368
9/30/14,PA0482,2005
2/21/14,PA0873,7209
7/19/14,PA0308,5659
7/17/14,PA0293,3652
7/22/14,PA0467,4205
6/27/14,PA0752,9138
6/10/14,PA0526,6870
6/2/14,PA0126,430
3/20/14,PA0202,8332
9/6/14,PA0202,356
3/27/14,PA0808,5739
5/6/14,PA0672,9791
12/30/14,PA0543,8973
6/4/14,PA0792,5122
3/19/14,PA0526,3789
10/20/14,PA0527,3596
2/10/14,PA0659,9367
5/22/14,PA0672,3558
2/12/14,PA0526,5798
7/14/14,PA0672,547
4/12/14,PA0843,7783
12/2/14,PA0352,5379
6/24/14,PA0258,6619
7/17/14,PA0745,5403
5/26/14,PA0258,2333
7/2/14,PA0168,5531
9/14/14,PA0678,6743
9/10/14,PA0368,8352
4/2/14,PA0338,1150
8/29/14,PA0619,5207
3/17/14,PA0752,1519
2/7/14,PA0411,4965
12/19/14,PA0202,4109
7/9/14,PA0952,3839
1/4/14,PA0900,504
6/22/14,PA0258,4641
3/5/14,PA0958,8535
11/21/14,PA0202,5612
9/3/14,PA0873,7879
7/12/14,PA0808,7186
5/18/14,PA0352,4256
12/21/14,PA0394,5911
7/17/14,PA0202,9202
5/9/14,PA0672,2776
1/20/14,PA0474,6179
11/5/14,PA0368,7455
8/14/14,PA0873,6755
2/2/14,PA0482,6455
10/8/14,PA0198,6172
3/15/14,PA0534,3399
3/18/14,PA0526,5129
6/10/14,PA0467,455
1/13/14,PA0467,509
2/18/14,PA0169,4814
8/11/14,PA0277,5279
