date,source_id,revenue
2/8/14,PA0270,348
5/7/14,PA0659,2105
11/2/14,PA0526,9884
4/25/14,PA0202,8923
6/24/14,PA0732,7308
1/29/14,PA0467,6137
7/12/14,PA0198,11728
8/10/14,PA0973,7086
8/9/14,PA0277,3769
4/7/14,PA0873,8428
10/12/14,PA0411,6160
4/19/14,PA0923,10955
10/10/14,PA0678,5534
8/13/14,PA0678,2962
10/27/14,PA0952,3297
11/5/14,PA0672,11902
9/18/14,PA0527,9857
4/4/14,PA0394,991
6/29/14,PA0958,8678
4/16/14,PA0543,7371
6/20/14,PA0258,5545
10/5/14,PA0354,5208
2/2/14,PA0732,3810
11/24/14,PA0808,2737
4/6/14,PA0258,10155
11/3/14,PA0338,7961
9/13/14,PA0792,383
3/18/14,PA0745,3133
9/26/14,PA0308,2815
12/17/14,PA0973,6496
9/25/14,PA0958,9105
11/5/14,PA0467,1687
11/17/14,PA0973,2211
10/16/14,PA0808,182
9/7/14,PA0745,6747
3/16/14,PA0258,3480
4/17/14,PA0293,10273
6/6/14,PA0482,6833
5/28/14,PA0293,9156
4/2/14,PA0923,3683
3/6/14,PA0168,6030
1/26/14,PA0368,3411
3/31/14,PA0830,4569
9/12/14,PA0394,10994
12/18/14,PA0752,1876
8/6/14,PA0258,8965
4/20/14,PA0659,2622
12/28/14,PA0843,2648
4/26/14,PA0808,4913
2/6/14,PA0577,11398
4/26/14,PA0467,7651
3/18/14,PA0258,4482
7/6/14,PA0352,9970
3/17/14,PA0534,2405
1/20/14,PA0732,5514
3/13/14,PA0607,8962
2/15/14,PA0552,8200
12/15/14,PA0411,11513
3/11/14,PA0534,531
12/15/14,PA0482,1445
1/5/14,PA0318,5413
5/6/14,PA0270,2290
9/10/14,PA0808,5158
6/29/14,PA0752,8717
11/4/14,PA0952,10564
8/27/14,PA0751,6452
12/4/14,PA0843,10631
5/9/14,PA0973,10947
4/1/14,PA0973,5451
5/4/14,PA0277,7940
10/18/14,PA0277,7162
4/6/14,PA0527,8757
6/3/14,PA0198,2206
8/28/14,PA0258,5695
2/23/14,PA0482,5930
9/3/14,PA0830,8412
6/12/14,PA0526,6846
12/29/14,PA0534,1038
5/6/14,PA0527,7645
12/11/14,PA0745,4779
1/27/14,PA0752,7616
8/22/14,PA0843,1082
9/6/14,PA0696,6133
9/16/14,PA0168,10491
3/5/14,PA0277,10290
8/26/14,PA0354,9864
2/25/14,PA0526,4908
3/21/14,PA0318,5073
12/29/14,PA0973,6048
10/6/14,PA0527,9537
8/16/14,PA0354,7182
3/23/14,PA0607,3876
3/16/14,PA0830,1910
3/9/14,PA0859,8720
5/9/14,PA0752,4133
12/7/14,PA0057,7477
8/8/14,PA0526,6545
6/1/14,PA0394,7191
11/7/14,PA0338,1919
4/5/14,PA0318,4191
9/23/14,PA0394,3654
4/14/14,PA0843,2792
5/22/14,PA0277,4461
1/30/14,PA0467,2723
4/1/14,PA0338,3168
12/22/14,PA0552,9796
8/16/14,PA0696,6789
11/24/14,PA0293,8787
3/26/14,PA0543,2189
4/10/14,PA0318,4051
11/6/14,PA0474,10538
10/16/14,PA0338,8994
5/15/14,PA0338,449
7/25/14,PA0751,2821
5/18/14,PA0354,8518
3/12/14,PA0394,3809
10/13/14,PA0900,4280
11/5/14,PA0923,7368
3/4/14,PA0482,10899
1/20/14,PA0873,6411
10/30/14,PA0308,4962
12/13/14,PA0057,10596
12/16/14,PA0174,499
5/20/14,PA0482,9564
9/13/14,PA0973,7280
4/13/14,PA0659,1651
5/8/14,PA0202,1156
9/28/14,PA0577,5118
6/4/14,PA0258,357
4/27/14,PA0752,9032
9/7/14,PA0169,5906
4/7/14,PA0808,4331
9/3/14,PA0732,1824
2/14/14,PA0696,11380
10/27/14,PA0534,10019
2/15/14,PA0270,4553
6/4/14,PA0270,7386
11/16/14,PA0411,3761
6/26/14,PA0352,4942
7/11/14,PA0672,6407
11/23/14,PA0958,3775
3/11/14,PA0659,2596
9/14/14,PA0952,1417
10/10/14,PA0354,6406
3/22/14,PA0696,9682
10/7/14,PA0534,4683
2/24/14,PA0830,1528
3/11/14,PA0467,10184
8/20/14,PA0338,11891
3/12/14,PA0474,10493
1/14/14,PA0543,9469
11/3/14,PA0352,1221
2/8/14,PA0527,10970
6/17/14,PA0126,10460
10/23/14,PA0923,9423
10/12/14,PA0859,4066
9/10/14,PA0552,1996
8/1/14,PA0900,6788
7/30/14,PA0258,4923
2/4/14,PA0792,6370
7/10/14,PA0467,2195
7/25/14,PA0873,790
10/26/14,PA0470,5212
12/1/14,PA0808,1524
9/5/14,PA0526,4755
2/21/14,PA0958,5098
6/18/14,PA0277,10071
2/19/14,PA0174,11548
6/25/14,PA0411,630
9/18/14,PA0482,5177
1/26/14,PA0659,8530
11/7/14,PA0873,11796
3/5/14,PA0751,8809
8/12/14,PA0482,10826
7/10/14,PA0270,11791
12/25/14,PA0534,10498
3/15/14,PA0368,8386
8/11/14,PA0293,2941
12/3/14,PA0973,3359
6/12/14,PA0534,7449
1/15/14,PA0577,1397
9/7/14,PA0277,2562
9/26/14,PA0352,2863
8/2/14,PA0394,3282
10/10/14,PA0619,6485
8/2/14,PA0270,5981
5/28/14,PA0973,6938
12/23/14,PA0470,349
11/16/14,PA0168,6829
3/29/14,PA0527,7895
5/18/14,PA0277,7992
6/9/14,PA0973,7900
9/12/14,PA0411,10744
12/14/14,PA0526,791
4/12/14,PA0168,7910
7/21/14,PA0900,4247
7/5/14,PA0482,9633
5/23/14,PA0552,7882
11/16/14,PA0126,6905
2/23/14,PA0318,5355
2/25/14,PA0202,4733
8/5/14,PA0354,2706
10/13/14,PA0792,2564
2/24/14,PA0923,10426
7/18/14,PA0057,9538
5/20/14,PA0338,10500
10/20/14,PA0527,7058
1/13/14,PA0672,4825
10/30/14,PA0923,8400
5/4/14,PA0843,2072
1/25/14,PA0923,31
5/31/14,PA0168,451
6/5/14,PA0808,7641
1/17/14,PA0607,2956
10/18/14,PA0293,11362
12/30/14,PA0126,3277
3/6/14,PA0482,2906
11/28/14,PA0900,1317
2/12/14,PA0270,6785
4/16/14,PA0973,9659
6/20/14,PA0808,2502
4/24/14,PA0830,8833
8/29/14,PA0696,6536
2/9/14,PA0270,8612
12/4/14,PA0126,6853
5/7/14,PA0752,6845
7/27/14,PA0873,3261
3/2/14,PA0678,741
8/28/14,PA0859,9348
7/22/14,PA0952,6981
10/15/14,PA0470,7770
6/4/14,PA0745,6093
12/28/14,PA0619,4594
3/3/14,PA0318,2453
10/21/14,PA0732,11329
12/7/14,PA0258,1390
5/27/14,PA0923,1972
9/19/14,PA0352,10222
11/26/14,PA0751,8571
6/28/14,PA0526,2150
5/16/14,PA0745,9683
6/9/14,PA0470,3231
1/11/14,PA0923,6539
9/18/14,PA0318,3988
1/11/14,PA0126,5783
11/20/14,PA0696,5688
12/31/14,PA0467,9972
2/5/14,PA0527,10486
7/31/14,PA0474,1170
12/13/14,PA0482,NA
12/30/14,PA0952,9515
12/9/14,PA0202,3225
1/2/14,PA0808,11
11/4/14,PA0293,10463
5/13/14,PA0202,9992
12/19/14,PA0368,5885
8/7/14,PA0338,4187
6/9/14,PA0198,3242
3/22/14,PA0169,7505
1/2/14,PA0952,4761
2/20/14,PA0270,7258
8/18/14,PA0470,2357
5/7/14,PA0526,79
3/24/14,PA0696,10261
9/24/14,PA0672,10739
7/28/14,PA0659,3755
5/17/14,PA0057,6864
5/14/14,PA0745,2825
5/9/14,PA0678,4066
4/4/14,PA0619,6474
8/3/14,PA0552,2656
9/15/14,PA0672,11198
5/20/14,PA0552,11854
8/30/14,PA0474,4807
3/11/14,PA0859,1964
12/21/14,PA0732,7011
12/11/14,PA0198,10971
11/15/14,PA0923,2454
5/22/14,PA0258,1132
6/7/14,PA0873,2958
8/24/14,PA0952,11380
3/20/14,PA0900,5276
10/23/14,PA0958,4018
12/14/14,PA0482,9302
4/8/14,PA0696,1542
11/24/14,PA0923,6883
3/9/14,PA0923,8296
5/30/14,PA0293,2176
7/8/14,PA0202,11892
11/9/14,PA0752,11677
8/20/14,PA0467,NA
4/30/14,PA0792,10108
9/17/14,PA0843,10224
7/3/14,PA0619,1620
3/5/14,PA0659,1606
7/13/14,PA0126,2750
4/27/14,PA0607,9632
3/13/14,PA0859,10008
5/26/14,PA0843,1613
9/9/14,PA0411,463
3/26/14,PA0958,488
11/1/14,PA0830,3618
8/17/14,PA0293,1452
9/18/14,PA0745,7625
5/7/14,PA0792,10561
9/22/14,PA0859,6629
10/15/14,PA0467,8735
12/21/14,PA0368,2552
4/27/14,PA0394,3945
8/11/14,PA0308,11906
11/8/14,PA0174,5787
3/21/14,PA0859,9446
11/1/14,PA0526,9739
11/21/14,PA0168,11567
10/8/14,PA0368,3968
4/21/14,PA0552,6365
7/2/14,PA0745,6270
12/10/14,PA0527,11422
10/31/14,PA0534,4267
5/9/14,PA0527,5957
8/4/14,PA0174,9880
8/9/14,PA0202,4781
10/1/14,PA0258,10425
9/11/14,PA0169,10382
10/13/14,PA0057,2023
1/4/14,PA0394,3487
12/26/14,PA0973,3795
7/11/14,PA0696,5647
1/28/14,PA0470,8326
12/27/14,PA0552,1738
6/1/14,PA0958,11182
7/15/14,PA0258,8183
10/29/14,PA0659,1812
5/11/14,PA0168,614
11/14/14,PA0732,5927
9/28/14,PA0745,4278
2/25/14,PA0534,8985
3/27/14,PA0952,6210
10/6/14,PA0318,6761
6/8/14,PA0672,11614
8/22/14,PA0678,2425
7/6/14,PA0534,370
10/10/14,PA0474,6014
8/21/14,PA0900,9544
3/5/14,PA0534,4693
9/15/14,PA0169,6383
2/26/14,PA0527,10036
6/22/14,PA0470,8886
2/7/14,PA0354,11484
1/28/14,PA0368,3818
10/28/14,PA0659,2293
11/17/14,PA0607,4532
11/12/14,PA0973,3133
1/10/14,PA0923,NA
11/21/14,PA0174,645
9/25/14,PA0543,1096
1/4/14,PA0169,2337
9/13/14,PA0900,9907
5/16/14,PA0843,4738
10/5/14,PA0619,1053
11/28/14,PA0952,4596
2/5/14,PA0659,10164
12/9/14,PA0169,3302
4/5/14,PA0270,715
6/14/14,PA0277,8942
12/31/14,PA0057,3323
12/13/14,PA0270,10452
11/12/14,PA0470,NA
8/9/14,PA0474,6496
3/15/14,PA0843,8496
9/6/14,PA0308,1080
12/31/14,PA0752,1116
12/27/14,PA0751,1225
1/27/14,PA0411,7436
10/27/14,PA0752,478
12/15/14,PA0474,1418
2/16/14,PA0198,11391
11/11/14,PA0543,5771
2/24/14,PA0672,6957
12/1/14,PA0973,10322
10/15/14,PA0394,11091
8/13/14,PA0973,7308
4/10/14,PA0198,7065
6/27/14,PA0534,11639
3/15/14,PA0792,11861
6/25/14,PA0952,627
4/29/14,PA0751,10821
1/16/14,PA0659,2434
4/10/14,PA0338,4625
12/7/14,PA0526,7892
4/2/14,PA0873,5192
1/17/14,PA0411,3595
5/1/14,PA0952,1067
6/14/14,PA0973,1693
2/3/14,PA0470,6502
12/1/14,PA0057,130
3/28/14,PA0308,11796
7/15/14,PA0751,5785
8/27/14,PA0873,185
3/29/14,PA0338,6411
8/24/14,PA0534,2871
2/7/14,PA0352,8953
7/31/14,PA0843,4800
4/2/14,PA0859,11358
1/15/14,PA0394,11423
1/8/14,PA0411,568
3/17/14,PA0745,7151
6/27/14,PA0467,10651
7/18/14,PA0202,291
3/18/14,PA0270,9374
12/4/14,PA0752,5444
12/29/14,PA0952,10517
7/7/14,PA0952,2816
11/11/14,PA0277,4912
11/22/14,PA0859,3142
8/3/14,PA0732,10123
5/18/14,PA0830,10257
9/6/14,PA0057,4600
8/29/14,PA0672,1537
11/23/14,PA0338,11810
2/7/14,PA0198,9985
6/26/14,PA0843,1273
6/29/14,PA0678,747
10/1/14,PA0527,5771
2/26/14,PA0057,1715
7/25/14,PA0752,8406
12/31/14,PA0168,10994
3/9/14,PA0057,1401
5/26/14,PA0270,9984
2/24/14,PA0411,11988
9/14/14,PA0534,7328
8/22/14,PA0808,11267
5/29/14,PA0467,4710
10/30/14,PA0126,5814
6/28/14,PA0293,216
1/23/14,PA0659,10616
9/6/14,PA0792,11551
5/14/14,PA0534,11075
12/10/14,PA0958,1264
10/20/14,PA0126,6834
11/15/14,PA0577,3482
4/16/14,PA0474,3164
11/4/14,PA0672,550
6/18/14,PA0526,7523
5/22/14,PA0900,5541
11/15/14,PA0952,10526
1/14/14,PA0792,9209
4/19/14,PA0958,10859
9/6/14,PA0543,9269
10/16/14,PA0482,1684
3/18/14,PA0474,2637
1/11/14,PA0474,6930
12/25/14,PA0952,8485
2/4/14,PA0394,1676
3/7/14,PA0830,8048
5/1/14,PA0752,6001
7/22/14,PA0277,6684
7/18/14,PA0474,10876
10/2/14,PA0923,10235
2/21/14,PA0751,8082
4/8/14,PA0352,3170
3/13/14,PA0619,1644
1/10/14,PA0751,462
12/23/14,PA0873,7828
3/1/14,PA0467,1074
12/10/14,PA0751,2408
2/13/14,PA0859,8713
2/6/14,PA0696,1024
12/18/14,PA0732,4937
5/4/14,PA0659,11764
6/1/14,PA0169,1709
6/6/14,PA0354,9573
7/16/14,PA0169,5659
8/14/14,PA0352,815
7/31/14,PA0368,7094
11/30/14,PA0952,342
12/8/14,PA0577,910
12/13/14,PA0354,9492
5/5/14,PA0057,9908
12/3/14,PA0607,4261
1/8/14,PA0552,6552
7/3/14,PA0751,329
11/23/14,PA0732,10267
7/18/14,PA0527,10753
10/4/14,PA0843,2103
5/5/14,PA0808,9941
1/30/14,PA0202,9104
2/20/14,PA0338,2578
11/15/14,PA0678,8849
4/29/14,PA0843,5921
8/28/14,PA0843,8033
1/21/14,PA0973,7397
3/17/14,PA0792,7451
8/7/14,PA0752,10169
3/29/14,PA0732,5853
11/4/14,PA0470,3899
7/2/14,PA0792,7090
5/17/14,PA0958,1169
10/12/14,PA0126,8577
1/16/14,PA0293,3348
3/30/14,PA0293,8174
12/14/14,PA0354,7475
7/23/14,PA0751,10330
8/9/14,PA0873,1129
8/22/14,PA0308,11371
9/30/14,PA0973,NA
5/3/14,PA0126,9412
4/7/14,PA0732,2840
12/14/14,PA0577,4683
1/2/14,PA0830,6298
7/27/14,PA0923,757
8/3/14,PA0293,6167
1/9/14,PA0923,8902
12/13/14,PA0607,5911
11/14/14,PA0619,4782
5/5/14,PA0732,429
4/24/14,PA0198,3321
9/13/14,PA0543,10124
3/27/14,PA0752,9659
5/5/14,PA0534,8816
11/1/14,PA0168,10425
8/4/14,PA0474,10733
10/9/14,PA0318,7784
1/31/14,PA0258,6462
4/15/14,PA0808,9147
1/24/14,PA0411,3488
8/1/14,PA0752,7923
4/25/14,PA0308,4909
1/22/14,PA0277,6913
3/18/14,PA0352,879
9/10/14,PA0830,2783
8/31/14,PA0258,4644
3/14/14,PA0318,9941
2/13/14,PA0527,7263
12/21/14,PA0470,2320
5/29/14,PA0751,120
9/13/14,PA0270,5205
5/23/14,PA0659,5781
6/13/14,PA0859,6308
5/30/14,PA0527,11710
6/8/14,PA0526,11815
3/5/14,PA0368,9031
9/25/14,PA0270,6260
5/18/14,PA0543,201
10/17/14,PA0352,4383
9/30/14,PA0659,7597
8/4/14,PA0168,9367
5/2/14,PA0352,371
3/9/14,PA0198,7140
5/16/14,PA0277,11069
3/12/14,PA0354,1186
3/18/14,PA0619,2721
8/12/14,PA0958,1415
3/22/14,PA0859,10735
1/30/14,PA0752,11210
10/15/14,PA0958,7774
12/7/14,PA0467,198
1/5/14,PA0751,3685
9/1/14,PA0659,234
5/2/14,PA0474,4292
1/28/14,PA0952,8617
8/29/14,PA0258,8907
4/17/14,PA0368,2319
8/24/14,PA0368,11142
12/16/14,PA0270,11323
5/19/14,PA0619,11515
8/9/14,PA0411,7990
7/30/14,PA0338,11971
1/15/14,PA0352,151
9/27/14,PA0732,110
4/20/14,PA0169,6351
2/10/14,PA0482,161
5/30/14,PA0202,6909
4/16/14,PA0952,3310
9/7/14,PA0696,7799
10/13/14,PA0411,733
7/28/14,PA0952,10123
7/1/14,PA0270,1764
10/25/14,PA0168,3780
12/3/14,PA0526,2952
5/17/14,PA0843,1519
4/18/14,PA0952,4057
6/10/14,PA0198,4898
8/30/14,PA0973,11103
12/24/14,PA0168,6277
10/13/14,PA0168,2164
8/31/14,PA0859,9229
11/12/14,PA0859,6247
11/23/14,PA0270,2783
10/7/14,PA0732,7593
8/31/14,PA0198,3045
3/15/14,PA0552,10795
10/3/14,PA0338,5578
9/7/14,PA0354,5159
7/30/14,PA0202,5241
1/10/14,PA0258,10055
11/16/14,PA0619,9134
3/8/14,PA0792,2096
1/17/14,PA0354,9104
3/1/14,PA0952,4594
12/20/14,PA0168,4448
12/5/14,PA0952,1526
8/4/14,PA0577,9562
6/23/14,PA0527,4656
7/22/14,PA0527,11792
8/28/14,PA0318,7834
10/16/14,PA0751,989
4/8/14,PA0973,4498
6/30/14,PA0126,3995
8/21/14,PA0534,882
2/24/14,PA0368,4121
8/28/14,PA0057,6729
7/10/14,PA0830,1868
4/19/14,PA0526,11171
10/10/14,PA0752,6406
6/1/14,PA0534,6634
12/1/14,PA0859,1659
8/17/14,PA0830,11845
11/3/14,PA0659,11469
2/17/14,PA0672,2257
5/24/14,PA0752,1768
5/31/14,PA0482,2108
12/3/14,PA0270,3036
3/27/14,PA0338,10483
1/6/14,PA0534,1003
1/10/14,PA0873,10064
11/8/14,PA0577,9109
3/27/14,PA0394,3021
12/17/14,PA0270,11864
7/26/14,PA0394,6424
3/29/14,PA0198,9157
1/25/14,PA0338,5277
6/23/14,PA0318,7192
11/7/14,PA0696,11640
3/16/14,PA0543,8095
11/27/14,PA0174,8370
1/28/14,PA0672,8741
7/17/14,PA0470,5215
12/14/14,PA0258,7614
5/16/14,PA0752,821
2/14/14,PA0270,1121
3/12/14,PA0973,8146
1/20/14,PA0168,2651
4/18/14,PA0552,4544
6/1/14,PA0619,601
6/11/14,PA0354,1052
8/2/14,PA0534,7734
8/20/14,PA0732,443
10/3/14,PA0394,4645
8/25/14,PA0258,11132
9/6/14,PA0678,5647
6/11/14,PA0973,265
5/2/14,PA0126,3928
6/28/14,PA0270,9256
8/31/14,PA0672,2146
4/4/14,PA0482,7047
6/27/14,PA0808,742
1/9/14,PA0258,8904
11/18/14,PA0126,5556
10/1/14,PA0659,4143
3/6/14,PA0808,1709
7/15/14,PA0057,4212
8/2/14,PA0482,6280
10/7/14,PA0859,4099
9/14/14,PA0619,4560
1/13/14,PA0411,4923
4/17/14,PA0873,1084
8/7/14,PA0619,7828
6/16/14,PA0394,10267
2/3/14,PA0338,9550
5/15/14,PA0270,10774
6/21/14,PA0527,11878
10/22/14,PA0792,2533
12/30/14,PA0169,5588
6/24/14,PA0293,1597
12/22/14,PA0198,1230
8/5/14,PA0308,6972
2/11/14,PA0952,8000
4/3/14,PA0174,1150
2/11/14,PA0354,2513
7/4/14,PA0318,1380
1/15/14,PA0368,4793
4/15/14,PA0923,3990
8/25/14,PA0678,10310
9/27/14,PA0958,3174
7/11/14,PA0659,10746
5/29/14,PA0470,4627
1/26/14,PA0745,11730
6/17/14,PA0552,252
5/24/14,PA0057,4535
6/25/14,PA0308,10932
9/19/14,PA0619,1112
4/19/14,PA0607,9129
2/9/14,PA0169,10368
9/16/14,PA0482,9160
9/2/14,PA0859,3611
10/21/14,PA0808,5614
2/21/14,PA0467,3199
10/27/14,PA0174,10107
11/22/14,PA0543,8507
9/26/14,PA0830,10350
6/6/14,PA0352,10537
3/15/14,PA0973,2758
9/15/14,PA0527,9911
10/25/14,PA0411,4282
8/15/14,PA0543,10258
7/18/14,PA0873,3918
5/18/14,PA0843,8318
6/22/14,PA0202,11436
11/29/14,PA0482,3004
1/6/14,PA0552,3338
4/20/14,PA0394,5125
10/20/14,PA0474,8987
4/6/14,PA0168,8636
6/21/14,PA0368,2484
3/12/14,PA0338,2274
7/22/14,PA0526,4960
5/5/14,PA0470,8393
3/4/14,PA0923,9000
6/22/14,PA0577,3745
10/23/14,PA0672,3518
5/27/14,PA0526,11110
7/11/14,PA0973,9232
11/13/14,PA0168,8532
7/23/14,PA0168,7007
10/3/14,PA0411,4665
3/10/14,PA0318,1606
11/12/14,PA0900,1663
6/20/14,PA0318,5426
1/21/14,PA0411,11279
1/31/14,PA0202,2282
6/18/14,PA0843,1064
1/16/14,PA0973,2063
2/17/14,PA0394,2024
10/18/14,PA0577,11467
7/25/14,PA0745,10139
3/29/14,PA0411,8460
7/24/14,PA0169,6522
8/29/14,PA0751,7242
4/24/14,PA0338,3528
3/5/14,PA0308,3185
6/23/14,PA0859,6502
9/20/14,PA0696,410
11/7/14,PA0470,723
1/1/14,PA0543,9943
7/20/14,PA0527,202
9/2/14,PA0843,4703
3/30/14,PA0202,2204
1/30/14,PA0270,8117
9/25/14,PA0552,10836
5/6/14,PA0859,3300
7/15/14,PA0470,7394
11/12/14,PA0277,7518
10/4/14,PA0168,6846
8/3/14,PA0352,7053
9/21/14,PA0672,3193
1/22/14,PA0952,8507
4/9/14,PA0859,839
11/10/14,PA0354,10588
5/1/14,PA0732,6137
2/17/14,PA0318,2329
7/22/14,PA0552,10999
11/21/14,PA0696,7882
6/17/14,PA0830,6169
9/30/14,PA0467,7596
7/27/14,PA0354,8537
6/19/14,PA0659,11109
9/17/14,PA0354,3772
3/26/14,PA0308,6550
1/23/14,PA0792,5612
1/5/14,PA0198,4277
5/1/14,PA0258,8123
11/10/14,PA0792,7355
4/22/14,PA0198,6616
7/22/14,PA0308,1045
6/13/14,PA0394,5758
10/25/14,PA0830,386
12/13/14,PA0696,5972
5/31/14,PA0732,3160
6/13/14,PA0168,749
4/7/14,PA0830,5989
5/23/14,PA0338,1295
5/24/14,PA0958,8910
8/5/14,PA0792,11333
12/11/14,PA0526,4857
9/3/14,PA0474,1564
8/15/14,PA0830,5693
6/5/14,PA0258,3867
6/22/14,PA0678,2489
1/29/14,PA0619,9405
10/22/14,PA0696,9394
4/29/14,PA0467,146
8/22/14,PA0923,6099
9/11/14,PA0174,407
6/7/14,PA0830,3273
9/7/14,PA0577,4503
8/31/14,PA0338,11612
4/21/14,PA0470,136
1/18/14,PA0900,751
1/16/14,PA0318,10621
7/2/14,PA0672,8649
4/13/14,PA0534,9328
5/10/14,PA0672,10084
10/19/14,PA0318,6723
8/17/14,PA0474,10454
3/12/14,PA0958,4616
1/17/14,PA0732,4783
6/8/14,PA0830,11614
10/22/14,PA0751,1703
5/29/14,PA0338,11632
3/31/14,PA0057,5200
3/2/14,PA0973,7891
1/23/14,PA0308,NA
9/23/14,PA0354,6396
3/13/14,PA0338,802
7/2/14,PA0169,191
12/28/14,PA0308,11207
6/4/14,PA0467,10659
5/7/14,PA0293,3679
1/19/14,PA0672,3758
7/21/14,PA0354,10742
2/6/14,PA0534,2273
9/3/14,PA0543,2803
5/5/14,PA0474,4308
11/17/14,PA0552,2316
12/15/14,PA0293,2094
12/30/14,PA0843,4925
1/12/14,PA0354,7673
3/4/14,PA0057,11048
11/16/14,PA0859,2464
9/26/14,PA0534,10373
10/8/14,PA0830,461
11/25/14,PA0198,6420
10/11/14,PA0534,7032
7/6/14,PA0696,10495
8/7/14,PA0696,3265
10/24/14,PA0696,7792
9/8/14,PA0368,2022
9/25/14,PA0859,9808
12/27/14,PA0534,6892
7/5/14,PA0293,9732
12/22/14,PA0534,2354
10/15/14,PA0923,6044
3/28/14,PA0198,3023
1/24/14,PA0843,6742
8/5/14,PA0270,9725
11/4/14,PA0169,2706
8/6/14,PA0659,3551
6/16/14,PA0732,4788
8/17/14,PA0354,4200
7/5/14,PA0527,5929
10/18/14,PA0467,8988
4/1/14,PA0270,NA
10/26/14,PA0526,5520
11/30/14,PA0198,2352
1/28/14,PA0830,2807
3/4/14,PA0338,11241
12/8/14,PA0923,1931
12/17/14,PA0552,7587
8/15/14,PA0258,5492
4/25/14,PA0923,6571
4/7/14,PA0394,4690
4/10/14,PA0619,6762
12/24/14,PA0751,8668
9/9/14,PA0169,6649
7/27/14,PA0057,3875
1/10/14,PA0900,11523
6/24/14,PA0696,3617
10/21/14,PA0126,9905
1/21/14,PA0830,4599
12/25/14,PA0672,1331
9/23/14,PA0534,5778
6/15/14,PA0174,8304
6/5/14,PA0202,1358
10/12/14,PA0577,7747
7/15/14,PA0873,4311
2/19/14,PA0169,9757
5/16/14,PA0873,605
9/15/14,PA0958,773
11/20/14,PA0057,3630
7/8/14,PA0411,379
2/10/14,PA0470,9555
8/18/14,PA0270,8962
9/30/14,PA0830,3806
8/25/14,PA0277,6658
11/14/14,PA0474,8192
11/23/14,PA0552,5205
4/16/14,PA0338,8436
6/4/14,PA0169,2987
11/25/14,PA0057,4346
9/17/14,PA0619,11887
1/27/14,PA0873,11572
8/21/14,PA0859,3469
7/6/14,PA0577,10244
8/11/14,PA0057,6392
10/31/14,PA0411,8657
2/13/14,PA0270,8883
5/15/14,PA0607,1499
4/6/14,PA0318,4036
6/19/14,PA0368,5681
12/23/14,PA0752,6846
7/6/14,PA0792,3678
8/23/14,PA0696,6703
12/11/14,PA0923,7188
1/24/14,PA0543,5120
4/20/14,PA0474,4892
9/2/14,PA0543,9441
6/3/14,PA0174,10121
7/16/14,PA0308,5353
6/29/14,PA0659,9382
8/5/14,PA0534,6082
5/18/14,PA0696,8908
8/12/14,PA0952,4344
5/22/14,PA0202,2244
1/9/14,PA0394,11243
9/10/14,PA0696,6001
11/26/14,PA0607,10459
11/28/14,PA0293,11711
2/15/14,PA0338,3667
6/27/14,PA0526,6595
6/11/14,PA0672,4758
5/25/14,PA0659,6967
11/28/14,PA0792,9369
8/12/14,PA0696,1242
3/23/14,PA0973,560
1/16/14,PA0174,10347
3/25/14,PA0482,5378
2/2/14,PA0973,906
6/8/14,PA0552,1038
11/13/14,PA0696,9025
6/24/14,PA0338,8603
10/28/14,PA0368,8214
9/7/14,PA0318,4553
3/6/14,PA0973,6600
12/29/14,PA0808,9870
4/21/14,PA0482,11070
12/31/14,PA0411,11678
6/11/14,PA0308,10706
4/17/14,PA0973,9280
3/16/14,PA0751,4064
1/16/14,PA0270,2861
10/22/14,PA0659,10992
10/11/14,PA0394,10207
11/23/14,PA0543,2660
3/16/14,PA0270,3236
8/18/14,PA0174,8246
4/24/14,PA0174,4079
3/14/14,PA0411,7779
4/14/14,PA0607,10951
8/30/14,PA0619,NA
10/20/14,PA0354,1411
7/2/14,PA0873,11139
9/3/14,PA0198,3744
9/3/14,PA0470,919
5/17/14,PA0411,5487
3/11/14,PA0577,9315
11/3/14,PA0678,112
10/29/14,PA0318,11306
8/15/14,PA0678,8929
3/29/14,PA0696,2449
2/13/14,PA0900,9580
6/29/14,PA0394,10191
8/24/14,PA0318,2495
7/3/14,PA0607,11743
9/29/14,PA0527,4608
5/25/14,PA0973,7927
9/10/14,PA0411,6600
1/8/14,PA0198,4334
11/26/14,PA0830,2313
10/8/14,PA0751,3808
8/23/14,PA0198,3984
2/3/14,PA0368,11091
6/21/14,PA0474,3475
5/10/14,PA0526,8223
7/22/14,PA0808,2732
10/16/14,PA0527,6040
9/23/14,PA0293,6915
6/5/14,PA0543,6736
10/4/14,PA0467,5958
10/16/14,PA0577,6373
4/30/14,PA0843,11547
10/14/14,PA0696,10883
10/4/14,PA0752,9298
9/12/14,PA0808,1151
10/17/14,PA0202,7940
9/3/14,PA0696,2206
12/6/14,PA0368,10409
4/28/14,PA0057,5697
5/4/14,PA0543,10339
7/8/14,PA0607,7306
4/5/14,PA0859,11905
5/25/14,PA0952,NA
2/28/14,PA0169,8174
4/12/14,PA0169,2202
1/24/14,PA0527,7305
6/29/14,PA0474,5058
4/26/14,PA0352,211
11/29/14,PA0169,3342
8/5/14,PA0394,10492
10/17/14,PA0552,8664
3/17/14,PA0174,3939
9/3/14,PA0678,7220
2/26/14,PA0952,10024
6/17/14,PA0859,2313
