,name, market ,funding_total_usd,status,funding_rounds,seed,venture,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,HiringStatus,company_age
208,Delhivery, Supply Chain Management ,42500000.00,operating,3,0,42500000,0,0,0,0,0,0,0,0,0,0,1500000.00,6000000.00,35000000.00,0.00,0,0,0,0,1,9
209,Deliveroo, Food Processing ,4585753.00,operating,1,0,4585753,0,0,0,0,0,0,0,0,0,0,4585753.00,0.00,0.00,0.00,0,0,0,0,0,8
210,Demandbase, Internet Marketing ,33000000.00,operating,4,0,33000000,0,0,0,0,0,0,0,0,0,0,0.00,8000000.00,10000000.00,15000000.00,0,0,0,0,0,14
211,Deposco, Software ,2100000.00,operating,1,0,2100000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,16
212,Dexcom, Health Care ,3964019.00,operating,1,0,3964019,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,21
213,Dick's Sporting Goods, Sporting Goods ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,72
214,Diffbot, Enterprises ,2000000.00,operating,1,0,0,0,0,0,2000000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,10
215,Directly, Curated Web ,1750000.00,operating,1,1750000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
216,DJO Global, Medical Devices ,1000000.00,operating,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,42
217,Docker, Development Platforms ,55000000.00,operating,2,0,55000000,0,0,0,0,0,0,0,0,0,0,0.00,15000000.00,40000000.00,0.00,0,0,0,0,0,10
218,DocSend, Software ,1700000.00,operating,1,1700000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
219,Doctolib, Curated Web ,6362409.00,operating,2,0,6362409,0,0,0,0,0,0,0,0,0,0,1400000.00,4962409.00,0.00,0.00,0,0,0,0,1,7
220,DocuSign, Cloud Management ,230099999.00,operating,11,0,228099999,0,0,2000000,0,0,0,0,0,0,0,0.00,10000000.00,12400000.00,60700000.00,115000000,0,0,0,0,17
221,Dollar Shave Club, E-Commerce ,72800000.00,operating,4,1000000,71800000,0,0,0,0,0,0,0,0,0,0,9800000.00,12000000.00,50000000.00,0.00,0,0,0,0,1,9
222,Dolls Kill, E-Commerce ,900000.00,operating,2,900000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
223,DoubleVerify, Advertising ,49500000.00,operating,4,0,46500000,0,0,3000000,0,0,0,0,0,0,0,3500000.00,10000000.00,0.00,0.00,0,0,0,0,1,12
224,Doximity, Health Care ,81800000.00,operating,3,0,81800000,0,0,0,0,0,0,0,0,0,0,10800000.00,17000000.00,54000000.00,0.00,0,0,0,0,1,9
225,DraftKings, Fantasy Sports ,76400000.00,operating,5,1400000,75000000,0,0,0,0,0,0,0,0,0,0,7000000.00,24000000.00,41000000.00,0.00,0,0,0,0,0,9
226,DreamHost, Web Hosting ,30000000.00,operating,1,0,0,0,0,30000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,23
227,Drizly, Hospitality ,7250000.00,operating,3,7250000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
228,Dropbox, Cloud Data Services ,1107215000.00,operating,6,15000,607200000,0,0,500000000,0,0,0,0,0,0,0,7200000.00,250000000.00,350000000.00,0.00,0,0,0,0,0,13
229,Druva, Storage ,67000000.00,operating,4,0,67000000,0,0,0,0,0,0,0,0,0,0,5000000.00,12000000.00,25000000.00,25000000.00,0,0,0,0,0,12
230,Duda, Curated Web ,18600000.00,operating,3,0,16300000,0,0,0,2300000,0,0,0,0,0,0,0.00,6000000.00,10300000.00,0.00,0,0,0,0,0,11
231,Duke University, Education ,8700000.00,operating,1,0,8700000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
232,Duo Security, Enterprise Security ,19000000.00,operating,3,1000000,18000000,0,0,0,0,0,0,0,0,0,0,6000000.00,12000000.00,0.00,0.00,0,0,0,0,1,10
233,Duolingo, Translation ,38300000.00,operating,3,0,38300000,0,0,0,0,0,0,0,0,0,0,3300000.00,15000000.00,20000000.00,0.00,0,0,0,0,1,9
234,Dynamic Yield, Personalization ,14225000.00,operating,2,0,14225000,0,0,0,0,0,0,0,0,0,0,2000000.00,12225000.00,0.00,0.00,0,0,0,0,0,8
235,Earnest, Credit ,15000000.00,operating,1,0,15000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
236,Eaze, Mobile Commerce ,1500000.00,operating,1,0,0,0,0,0,1500000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
237,eBay, Business Services ,6700000.00,operating,1,0,6700000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,25
238,Ebury, Finance ,36234003.00,operating,2,0,5603526,0,0,0,0,0,30630477,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
239,ecobee, Mobile ,16149048.00,operating,3,0,13925464,2223584,0,0,0,0,0,0,0,0,0,0.00,7486607.00,0.00,0.00,0,0,0,0,0,13
240,Ecosia, Social Business ,21471.00,operating,1,21471,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
241,Edmodo, Technology ,87500000.00,operating,4,0,87500000,0,0,0,0,0,0,0,0,0,0,7500000.00,15000000.00,35000000.00,30000000.00,0,0,0,0,1,12
242,Egnyte, Enterprise Software ,62500000.00,operating,5,1000000,61500000,0,0,0,0,0,0,0,0,0,0,6000000.00,10000000.00,16000000.00,29500000.00,0,0,0,0,0,13
243,EnergyHub, Clean Technology ,33052663.00,acquired,5,0,29852300,0,0,3200363,0,0,0,0,0,0,0,0.00,14500000.00,0.00,0.00,0,0,0,0,1,13
244,Envoy, Software ,1500000.00,operating,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
245,EPAM Systems, Technology ,50000000.00,operating,1,0,50000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,27
246,Equifax, Consulting ,1000000.00,operating,1,0,1000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
247,eToro, Finance ,33900000.00,operating,5,0,33900000,0,0,0,0,0,0,0,0,0,0,1700000.00,6500000.00,2400000.00,0.00,0,0,0,0,0,13
248,Etsy, Peer-to-Peer ,97256127.00,operating,8,0,96856127,0,0,0,400000,0,0,0,0,0,0,1000000.00,0.00,3250000.00,27000000.00,20000000,0,0,0,0,15
249,Eventbrite, Events ,199550000.00,operating,9,250000,139300000,0,0,0,0,0,60000000,0,0,0,0,2800000.00,0.00,6500000.00,20000000.00,50000000,60000000,0,0,0,14
250,Everbridge, Software ,9025000.00,operating,4,0,5525000,0,0,3500000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,18
251,Everlane, Fashion ,1100000.00,operating,1,1100000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
252,Everlaw, Analytics ,1504995.00,operating,2,0,1504995,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
253,Evernote, Software ,290000000.00,operating,10,0,217250000,0,0,0,9000000,0,0,0,0,63750000,0,26000000.00,10000000.00,20000000.00,91250000.00,20000000,0,0,0,0,13
254,Eversight, Innovation Management ,9700000.00,operating,1,0,9700000,0,0,0,0,0,0,0,0,0,0,9700000.00,0.00,0.00,0.00,0,0,0,0,1,7
255,Everspring, Education ,16000000.00,operating,1,0,16000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
256,Evolent Health, Health and Wellness ,101279000.00,operating,1,0,0,0,0,0,0,0,101279000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
257,Exabeam, Information Technology ,10000000.00,operating,1,0,10000000,0,0,0,0,0,0,0,0,0,0,10000000.00,0.00,0.00,0.00,0,0,0,0,0,7
258,Exotel, Messaging ,500000.00,operating,1,0,500000,0,0,0,0,0,0,0,0,0,0,500000.00,0.00,0.00,0.00,0,0,0,0,0,
259,Expensify, Finance Technology ,10200000.00,operating,3,1000000,9200000,0,0,0,0,0,0,0,0,0,0,5700000.00,3500000.00,0.00,0.00,0,0,0,0,0,12
260,ezCater, Restaurants ,6790000.00,operating,3,630000,6160000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,13
261,Facebook, Communities ,2425700000.00,operating,11,0,615200000,0,0,100000000,500000,0,1710000000,0,0,0,0,12700000.00,27500000.00,375000000.00,200000000.00,0,0,0,0,0,16
262,Fanatics, E-Commerce ,395000000.00,acquired,2,0,0,0,0,0,0,0,395000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,25
263,Farfetch, Fashion ,108500000.00,operating,4,0,108500000,0,0,0,0,0,0,0,0,0,0,4500000.00,18000000.00,20000000.00,66000000.00,0,0,0,0,1,13
264,Fastly, Web Hosting ,54000000.00,operating,4,0,54000000,0,0,0,0,0,0,0,0,0,0,4000000.00,10000000.00,40000000.00,0.00,0,0,0,0,0,9
265,FastSpring, Subscription Businesses ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,15
266,Feedzai, Software ,4473643.00,operating,2,2073643,2400000,0,0,0,0,0,0,0,0,0,0,2400000.00,0.00,0.00,0.00,0,0,0,0,0,9
267,Fieldwire, Project Management ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
268,Figma,,3874996.00,operating,1,3874996,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
269,Fitbit, Hardware ,66000000.00,operating,4,0,66000000,0,0,0,0,0,0,0,0,0,0,2000000.00,9000000.00,12000000.00,43000000.00,0,0,0,0,0,13
270,Five9, Technology ,114100000.00,operating,7,0,71600000,0,0,42500000,0,0,0,0,0,0,0,0.00,17000000.00,8600000.00,22000000.00,0,0,0,0,1,19
271,Fivetran, Big Data Analytics ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
272,Flashpoint, Advertising ,2761108.00,operating,1,0,2761108,0,0,0,0,0,0,0,0,0,0,2761108.00,0.00,0.00,0.00,0,0,0,0,0,10
273,Flatiron Health, Health Care ,139443000.00,operating,3,0,139443000,0,0,0,0,0,0,0,0,0,0,8000000.00,130000000.00,0.00,0.00,0,0,0,0,1,8
274,Fligoo, Algorithms ,545000.00,operating,5,545000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
275,Flipkart, Online Shopping ,2351140000.00,operating,11,0,2351000000,0,0,0,140000,0,0,0,0,0,0,1000000.00,10000000.00,20000000.00,150000000.00,360000000,210000000,1000000000,600000000,0,13
276,Flow Traders,,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,16
277,FLYR, Predictive Analytics ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
278,Food52, Cooking ,9000000.00,operating,3,750000,8250000,0,0,0,0,0,0,0,0,0,0,8250000.00,0.00,0.00,0.00,0,0,0,0,0,11
279,Formlabs, 3D Printing ,22300000.00,operating,3,0,19500000,0,0,0,0,0,0,0,0,0,2800000,19000000.00,0.00,0.00,0.00,0,0,0,0,1,9
280,Forter, SaaS ,18000000.00,operating,2,0,18000000,0,0,0,0,0,0,0,0,0,0,3000000.00,15000000.00,0.00,0.00,0,0,0,0,1,7
281,Foundation Medicine, Health Care ,96500000.00,operating,4,0,96500000,0,0,0,0,0,0,0,0,0,0,33500000.00,56000000.00,0.00,0.00,0,0,0,0,1,10
282,FourKites, Software ,640000.00,operating,1,0,0,0,0,640000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
283,Foursquare, Location Based Services ,162350000.00,operating,6,0,120000000,0,0,41000000,1350000,0,0,0,0,0,0,0.00,20000000.00,50000000.00,50000000.00,0,0,0,0,0,11
284,Fractal Analytics, Big Data ,25000000.00,operating,2,0,25000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
285,FreeAgent, Software ,,operating,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,13
286,Freedom Financial Network, Finance Technology ,235000000.00,operating,2,0,0,0,0,0,0,0,235000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,18
287,FreeWheel, Advertising ,37049998.00,acquired,3,0,37049998,0,0,0,0,0,0,0,0,0,0,0.00,0.00,12000000.00,16799998.00,8250000,0,0,0,0,13
288,fromAtoB, Travel ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,12
289,Front, Apps ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
290,FullContact, Search ,9218000.00,operating,5,1868000,7000000,0,0,0,350000,0,0,0,0,0,0,0.00,7000000.00,0.00,0.00,0,0,0,0,1,10
291,FundApps, Hedge Funds ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,10
292,Fundbox, Software ,17500000.00,operating,1,0,17500000,0,0,0,0,0,0,0,0,0,0,17500000.00,0.00,0.00,0.00,0,0,0,0,0,8
293,Fundera, Finance ,3400000.00,operating,1,0,3400000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
294,Funding Circle, Personal Finance ,123237070.00,operating,5,0,122137070,0,0,0,1100000,0,0,0,0,0,0,4137070.00,16000000.00,37000000.00,65000000.00,0,0,0,0,0,11
295,Fuze, Software ,48500000.00,operating,3,0,46000000,0,0,2500000,0,0,0,0,0,0,0,20000000.00,26000000.00,0.00,0.00,0,0,0,0,1,11
296,Fyber, Technology ,9590000.00,acquired,4,0,9590000,0,0,0,0,0,0,0,0,0,0,9590000.00,0.00,0.00,0.00,0,0,0,0,1,11
297,Gametime, Mobile ,4000000.00,operating,1,0,4000000,0,0,0,0,0,0,0,0,0,0,4000000.00,0.00,0.00,0.00,0,0,0,0,0,7
298,Gem, Bitcoin ,2100000.00,operating,3,2100000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
299,General Assembly, Startups ,49500000.00,operating,4,4500000,44800000,0,0,0,0,200000,0,0,0,0,0,0.00,9800000.00,35000000.00,0.00,0,0,0,0,0,9
300,General Atomics,,3500000.00,operating,1,0,0,0,0,0,0,3500000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
301,Gengo, Crowdsourcing ,18800000.00,operating,5,1550000,17250000,0,0,0,0,0,0,0,0,0,0,5250000.00,0.00,12000000.00,0.00,0,0,0,0,0,12
302,Getaround, Mobile ,43025000.00,operating,6,3400000,37900000,0,0,0,0,1725000,0,0,0,0,0,13900000.00,24000000.00,0.00,0.00,0,0,0,0,0,11
303,GetYourGuide, Marketplaces ,45500000.00,operating,4,2000000,43500000,0,0,0,0,0,0,0,0,0,0,18500000.00,25000000.00,0.00,0.00,0,0,0,0,0,11
304,Glassdoor, Recruiting ,91500000.00,operating,5,0,91500000,0,0,0,0,0,0,0,0,0,0,3000000.00,6500000.00,12000000.00,20000000.00,0,50000000,0,0,0,13
305,GlobalLogic, Software ,12500000.00,operating,1,0,12500000,0,0,0,0,0,0,0,0,0,0,0.00,12500000.00,0.00,0.00,0,0,0,0,1,22
306,Globant, Content ,28000000.00,operating,2,0,28000000,0,0,0,0,0,0,0,0,0,0,0.00,13000000.00,0.00,0.00,0,0,0,0,1,17
307,Glowforge,,420000.00,operating,1,420000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
308,GoCardless, E-Commerce ,11800000.00,operating,3,0,11800000,0,0,0,0,0,0,0,0,0,0,3300000.00,7000000.00,0.00,0.00,0,0,0,0,0,9
309,GoHealth, Health and Wellness ,50000000.00,operating,1,0,0,0,0,0,0,0,50000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
310,Google, Software ,25100000.00,operating,2,0,25000000,0,0,0,100000,0,0,0,0,0,0,25000000.00,0.00,0.00,0.00,0,0,0,0,0,22
311,GoSpotCheck, Mobile ,6312995.00,operating,6,1200000,3344995,0,0,0,1768000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
312,Gousto, E-Commerce ,11408356.00,operating,4,2000000,8300000,0,0,0,1108356,0,0,0,0,0,0,8300000.00,0.00,0.00,0.00,0,0,0,0,1,8
313,Granicus, Enterprise Software ,10300800.00,operating,2,0,10300800,0,0,0,0,0,0,0,0,0,0,10000000.00,0.00,0.00,0.00,0,0,0,0,1,21
314,Granular, Software ,4200000.00,operating,1,0,4200000,0,0,0,0,0,0,0,0,0,0,4200000.00,0.00,0.00,0.00,0,0,0,0,1,6
315,Greenphire, Software ,5806037.00,operating,2,0,5806037,0,0,0,0,0,0,0,0,0,0,1500000.00,4306037.00,0.00,0.00,0,0,0,0,1,13
316,Greenway Health, Technology ,22000000.00,operating,1,0,22000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,22
317,Groupon, Advertising ,1137000000.00,operating,6,0,1136000000,0,0,0,1000000,0,0,0,0,0,0,4800000.00,30000000.00,135000000.00,950000000.00,0,0,0,0,0,12
318,Guardant Health, Health and Wellness ,40000000.00,operating,2,0,40000000,0,0,0,0,0,0,0,0,0,0,10000000.00,30000000.00,0.00,0.00,0,0,0,0,0,
319,GumGum, Advertising ,10825000.00,operating,4,0,10600000,0,0,0,225000,0,0,0,0,0,0,0.00,2600000.00,7000000.00,0.00,0,0,0,0,0,13
320,Gusto, Mobile ,1800000.00,operating,2,1300000,500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
321,H2O.ai, Analytics ,10600000.00,operating,2,0,10600000,0,0,0,0,0,0,0,0,0,0,8900000.00,0.00,0.00,0.00,0,0,0,0,1,9
322,HackerEarth, Software ,500000.00,operating,2,500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
323,HackerOne, Security ,9000000.00,operating,1,0,9000000,0,0,0,0,0,0,0,0,0,0,9000000.00,0.00,0.00,0.00,0,0,0,0,0,8
324,HackerRank, Recruiting ,12400000.00,operating,3,200000,12200000,0,0,0,0,0,0,0,0,0,0,3000000.00,9200000.00,0.00,0.00,0,0,0,0,0,8
325,Handshake, Sales Automation ,8000000.00,operating,4,0,8000000,0,0,0,0,0,0,0,0,0,0,8000000.00,0.00,0.00,0.00,0,0,0,0,1,
326,Happiest Minds, Software ,45000000.00,,1,0,45000000,0,0,0,0,0,0,0,0,0,0,45000000.00,0.00,0.00,0.00,0,0,0,0,1,9
327,Harvard University, Education ,90000000.00,operating,1,0,0,0,0,0,0,90000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
328,Hatch, Mass Customization ,1650000.00,operating,2,1650000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
329,Hazelcast, Cloud Computing ,13500000.00,operating,2,0,13500000,0,0,0,0,0,0,0,0,0,0,2500000.00,11000000.00,0.00,0.00,0,0,0,0,0,12
330,HealthCrowd, Health and Wellness ,528000.00,operating,2,528000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
331,Heap, Analytics ,2000000.00,operating,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
332,Help.com, Software ,6000000.00,operating,1,6000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
333,Heroku, Enterprise Software ,13020000.00,acquired,3,20000,13000000,0,0,0,0,0,0,0,0,0,0,3000000.00,10000000.00,0.00,0.00,0,0,0,0,1,13
334,Heyday, Local Businesses ,5500000.00,operating,2,2000000,3500000,0,0,0,0,0,0,0,0,0,0,3500000.00,0.00,0.00,0.00,0,0,0,0,0,8
335,Highspot, Enterprise Software ,9600000.00,operating,1,0,9600000,0,0,0,0,0,0,0,0,0,0,9600000.00,0.00,0.00,0.00,0,0,0,0,0,8
336,Hinge, Mobile ,8600000.00,operating,3,4100000,0,0,4500000,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
337,Hipcamp, Content Discovery ,2000000.00,operating,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
338,Hireology, Analytics ,3031776.00,operating,4,1600000,1431776,0,0,0,0,0,0,0,0,0,0,1431776.00,0.00,0.00,0.00,0,0,0,0,0,10
339,HireVue, Recruiting ,52000000.00,operating,3,0,52000000,0,0,0,0,0,0,0,0,0,0,0.00,5000000.00,22000000.00,25000000.00,0,0,0,0,0,16
340,Hologic, Biotechnology ,450000000.00,operating,1,0,0,0,0,450000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,35
341,HomeLight, Real Estate ,1500000.00,operating,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
342,Honey, News ,1250000.00,operating,1,1250000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
343,Honey, Coupons ,80000.00,operating,1,0,80000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
344,Honeywell, Manufacturing ,11400000.00,operating,1,0,0,0,0,0,0,11400000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,35
345,Hooked, Mobile ,1950000.00,operating,2,650000,0,0,0,0,1300000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
346,Hopper, Search ,21723709.00,operating,3,1723709,20000000,0,0,0,0,0,0,0,0,0,0,8000000.00,12000000.00,0.00,0.00,0,0,0,0,0,13
347,Houzz, Curated Web ,213600000.00,operating,4,0,213600000,0,0,0,0,0,0,0,0,0,0,2000000.00,11600000.00,35000000.00,165000000.00,0,0,0,0,1,11
348,HubSpot, Software ,100500000.00,operating,6,500000,100000000,0,0,0,0,0,0,0,0,0,0,5000000.00,12000000.00,16000000.00,32000000.00,0,0,0,0,1,14
349,Hudl, Software ,1350000.00,operating,1,0,1350000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,14
350,Ibotta, Mobile ,20000000.00,operating,2,0,20000000,0,0,0,0,0,0,0,0,0,0,0.00,20000000.00,0.00,0.00,0,0,0,0,0,
351,iFit, Health and Wellness ,4973872.00,operating,2,900000,0,0,0,0,4073872,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
352,Illumio, Enterprise Software ,42500000.00,operating,2,0,42500000,0,0,0,0,0,0,0,0,0,0,8000000.00,34500000.00,0.00,0.00,0,0,0,0,0,7
353,Imperative, Diagnostics ,750000.00,operating,1,750000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
354,Imperva, Software ,37000000.00,operating,2,0,37000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,17000000.00,20000000.00,0,0,0,0,0,18
355,Imprivata, Security ,23910000.00,operating,2,0,23910000,0,0,0,0,0,0,0,0,0,0,0.00,8910000.00,15000000.00,0.00,0,0,0,0,0,18
356,InComm, Games ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,28
357,Indeed, Search ,5000000.00,acquired,1,0,5000000,0,0,0,0,0,0,0,0,0,0,5000000.00,0.00,0.00,0.00,0,0,0,0,0,16
358,inDinero, Software ,1217000.00,operating,3,1217000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
359,Indus Insights, E-Commerce ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
360,Inflection, Analytics ,30000000.00,operating,1,0,30000000,0,0,0,0,0,0,0,0,0,0,30000000.00,0.00,0.00,0.00,0,0,0,0,0,14
361,Infoblox, Technology ,30000000.00,operating,1,0,30000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,30000000,0,0,0,0,21
362,Infor, Enterprise Software ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
363,Ingenico, Hardware + Software ,8280000.00,operating,1,0,8280000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
364,InMobi, Mobile ,220600000.00,operating,5,0,220100000,0,0,0,500000,0,0,0,0,0,0,7100000.00,8000000.00,200000000.00,0.00,0,0,0,0,0,13
365,InnerWorkings, Outsourcing ,12960000.00,operating,2,0,12960000,0,0,0,0,0,0,0,0,0,0,8800000.00,0.00,0.00,0.00,0,0,0,0,0,18
366,Innovid, Video Streaming ,27600000.00,operating,4,0,27600000,0,0,0,0,0,0,0,0,0,0,3000000.00,9500000.00,11000000.00,0.00,0,0,0,0,1,13
367,Insightly, Software ,13000000.00,operating,2,0,13000000,0,0,0,0,0,0,0,0,0,0,3000000.00,10000000.00,0.00,0.00,0,0,0,0,1,11
368,InsightSquared, Analytics ,27000000.00,operating,4,1000000,26000000,0,0,0,0,0,0,0,0,0,0,4500000.00,8000000.00,13500000.00,0.00,0,0,0,0,0,10
369,Inspire, Pharmaceuticals ,375000.00,operating,1,375000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,15
370,Inspire, Pharmaceuticals ,375000.00,operating,1,375000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,15
371,Inspire Energy, Energy Efficiency ,3200000.00,operating,1,3200000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
372,Instacart, Groceries ,54800000.00,operating,4,2300000,52500000,0,0,0,0,0,0,0,0,0,0,8500000.00,44000000.00,0.00,0.00,0,0,0,0,1,8
373,Intapp, Risk Management ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
374,Integral Ad Science, Advertising ,49750000.00,operating,4,0,49750000,0,0,0,0,0,0,0,0,0,0,2500000.00,7250000.00,10000000.00,30000000.00,0,0,0,0,1,11
375,Intent, Psychology ,250000.00,operating,1,0,0,0,0,0,250000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,12
376,Intercom, Software ,30750000.00,operating,5,1750000,29000000,0,0,0,0,0,0,0,0,0,0,6000000.00,23000000.00,0.00,0.00,0,0,0,0,0,9
377,Interfolio, Collaboration ,926349.00,operating,1,0,926349,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,21
