userid,date,age,gender,metropolitan_area,device_type,active
4e9a714a4fe84,10/15/15,58,F,Mobile,Desktop,1
4ea082ef91ddf,10/20/15,46,F,Tampa,Mobile,1
4ea0b7612b39b,10/20/15,35,F,Birmingham,Mobile,1
4ea2ca85848fa,10/22/15,34,F,Houston,Tablet,1
4ea584d589a07,10/24/15,19,F,Birmingham,Tablet,1
4eaad184dab50,10/28/15,26,F,Birmingham,Tablet,1
4eafde03719a2,11/1/15,54,M,Detroit,Mobile,1
4eb04ae0240f1,11/1/15,20,F,Houston,Tablet,1
4eb205982a3a3,11/2/15,46,F,Tampa,Mobile,1
4eb3389b1ea71,11/3/15,39,F,Houston,Tablet,1
4eb33dabdd967,11/3/15,24,F,Birmingham,Tablet,1
4eb42622a202e,11/4/15,36,F,Tampa,Mobile,1
4eb473a794051,11/4/15,26,F,Birmingham,Mobile,1
4eb64a565d42b,11/6/15,42,F,Detroit,Tablet,1
4ebb39727ff98,11/9/15,42,F,Tampa,Mobile,1
4ebc769db0946,11/10/15,27,F,Houston,Tablet,1
4ebd3e0300c44,11/11/15,21,F,Birmingham,Mobile,1
4ec0ac1874e47,11/13/15,25,F,Austin,Tablet,1
4ec14d6c5500c,11/14/15,30,F,Birmingham,Tablet,1
4ec164b66ca0c,11/14/15,29,F,Mobile,Desktop,1
4ec85cbbf1336,11/19/15,29,F,Houston,Tablet,1
4ec935542b478,11/20/15,50,F,Detroit,Tablet,1
4ed2e6d726995,11/27/15,33,F,Mobile,Desktop,1
4edd242ee2cde,12/5/15,37,F,Tampa,Mobile,1
4eded8e71ebc3,12/6/15,21,F,Houston,Mobile,1
4ee5f784058d6,12/12/15,40,M,Detroit,Mobile,1
4ee8c43a7913c,12/14/15,43,M,Birmingham,Tablet,1
4ee92277ce38f,12/14/15,20,F,Austin,Tablet,1
4eee9f4acafb7,12/18/15,36,M,Detroit,Tablet,1
4eefbe7c0a8c6,12/19/15,23,F,Tampa,Mobile,1
4ef392fb7192d,12/22/15,45,F,Austin,Mobile,1
4ef4ae71113c3,12/23/15,27,F,Houston,Mobile,1
4ef9e22262662,12/27/15,42,F,Mobile,Desktop,1
4efe39e96b09f,12/30/15,62,F,Mobile,Desktop,1
4f0524f34fc73,1/4/16,24,M,Birmingham,Mobile,1
4f06125bd2d06,1/5/16,44,F,Austin,Mobile,1
4f077f4776cb6,1/6/16,39,F,Tampa,Mobile,1
4f08a2a3e75cc,1/7/16,19,F,Houston,Mobile,1
4f0a6d1222ad2,1/8/16,35,F,Austin,Mobile,1
4f0b20660f54c,1/9/16,56,F,Birmingham,Tablet,1
4f0c7268c042e,1/10/16,35,F,Houston,Mobile,1
4f0db7a1bd128,1/11/16,28,F,Austin,Mobile,1
4f14bcdd4e4a1,1/16/16,48,F,Austin,Tablet,1
4f14ffc57301c,1/16/16,43,F,Houston,Mobile,1
4f150ba8b232a,1/16/16,35,F,Birmingham,Mobile,1
4f15f9631f80f,1/17/16,42,F,Houston,Mobile,1
4f160ac9e656b,1/17/16,25,F,Houston,Tablet,1
4f162596b9527,1/17/16,42,F,Tampa,Mobile,1
4f18510c4def7,1/19/16,27,F,Birmingham,Tablet,1
4f196ce1e525c,1/20/16,24,F,Tampa,Mobile,1
4f1ef03c2b0f4,1/24/16,26,F,Birmingham,Mobile,1
4f1f7da7dcce4,1/24/16,35,F,Detroit,Tablet,1
4f22de63b164c,1/27/16,39,F,Birmingham,Mobile,1
4f230a3d41470,2/1/16,30,F,Birmingham,Tablet,1
4f28ec6b51b9c,2/1/16,27,M,Detroit,Tablet,1
4f2a8d49b3966,2/2/16,41,F,Charlotte,Desktop,1
4f2b005ef106b,2/2/16,52,M,Tampa,Mobile,1
4f2b38f47a393,2/2/16,30,F,Austin,Mobile,1
4f2b577f7b409,2/2/16,21,F,Houston,Mobile,1
4f2b77afe81cd,2/2/16,36,F,Tampa,Mobile,1
4f2c5d27d0c61,2/3/16,47,F,Houston,Tablet,1
4f2d75c6a8eb5,2/4/16,41,F,Austin,Mobile,1
4f31a59dc1de3,2/7/16,52,F,Birmingham,Mobile,1
4f3462f0f06b2,2/9/16,26,F,Birmingham,Tablet,1
4f4231e44d427,2/20/16,53,F,Detroit,Tablet,1
4f4578016a8c7,2/22/16,23,F,Houston,Tablet,1
4f47b54a997e3,2/24/16,24,F,Birmingham,Tablet,1
4f481a45b95c0,2/24/16,40,F,Birmingham,Mobile,1
4f4c11467a220,2/27/16,29,F,Tampa,Mobile,1
4f5111d3d8257,3/2/16,28,F,Tampa,Mobile,1
4f524ee55702b,3/3/16,29,F,Houston,Tablet,1
4f5470c1b97ff,3/5/16,44,F,Tampa,Tablet,1
4f5a197505335,3/9/16,37,F,Birmingham,Tablet,1
4f5cc82783979,3/11/16,37,F,Detroit,Mobile,1
4f5e5aae5af4e,3/12/16,39,F,Birmingham,Mobile,1
4f62a626c8abb,3/15/16,39,F,Houston,Mobile,1
4f65226099d31,3/17/16,41,F,Houston,Mobile,1
4f6a2406ed561,3/21/16,21,F,Austin,Mobile,1
4f6a76504b792,3/21/16,27,F,Mobile,Desktop,1
4f6fbe727f76a,3/25/16,37,F,Houston,Mobile,1
4f734c87a004f,3/28/16,31,F,Detroit,Tablet,1
4f74429f28463,3/29/16,26,F,Tampa,Mobile,1
4f74fa8a2a822,3/29/16,38,F,Birmingham,Tablet,1
4f760af68c6e1,3/30/16,44,F,Tampa,Tablet,1
4e4d738f919c4,8/18/15,34,F,Detroit,Mobile,1
4e4ea8b865ef5,8/19/15,35,F,Austin,Mobile,1
4e4f92d015b08,8/20/15,34,F,Detroit,Tablet,1
4e507c1ad183b,8/20/15,19,F,Birmingham,Mobile,1
4e541e1ec2c98,8/23/15,35,F,Tampa,Mobile,1
4e56d43d192a7,8/25/15,27,F,Detroit,Tablet,1
4e5854ed95baa,8/26/15,33,F,Austin,Mobile,1
4e5d7d6966b89,8/30/15,56,F,Charlotte,Desktop,1
4e60463731d5c,9/1/15,41,F,Austin,Mobile,1
4e617307b060a,9/2/15,24,F,Detroit,Mobile,1
4e639fa31fda1,9/4/15,31,F,Birmingham,Tablet,1
4e64b60921497,9/5/15,37,F,Mobile,Desktop,1
4e677802797a9,9/7/15,27,F,Birmingham,Tablet,1
4e678777426af,9/7/15,19,F,Detroit,Mobile,1
4e6a692cd94b6,9/9/15,25,F,Houston,Tablet,1
4e6c43537f1d5,9/10/15,23,M,Detroit,Mobile,1
4e6f265ed62c0,9/13/15,29,F,Austin,Mobile,1
4e74ef9f8454a,9/17/15,37,F,Detroit,Tablet,1
4e80c01fbc3b1,9/26/15,20,F,Houston,Tablet,1
4e838e530cc41,9/28/15,19,F,Houston,Mobile,1
4e84a114e8a45,9/29/15,22,F,Birmingham,Tablet,1
4e889be42ab0c,10/2/15,34,F,Tampa,Mobile,1
4e89d526b6dd7,10/3/15,35,F,Houston,Tablet,1
4e8a697c30936,10/3/15,34,F,Tampa,Mobile,1
4e8b186f10f21,10/4/15,37,F,Austin,Mobile,1
4e8b5b7cc1c54,10/4/15,23,F,Tampa,Mobile,1
4e8e50cd58d7b,10/6/15,34,F,Birmingham,Tablet,1
4e90d604643be,10/8/15,19,F,Houston,Tablet,1
4e9482b9e30bc,10/11/15,23,F,Birmingham,Tablet,1
4e98709b740d2,10/14/15,32,F,Houston,Tablet,1
4e9e42bf586c2,10/18/15,27,F,Tampa,Mobile,1
4ea49b274f2b8,10/23/15,25,F,Birmingham,Mobile,1
4eaa4da78d0b3,10/27/15,20,F,Detroit,Mobile,1
4eaf0a128fde5,11/1/15,23,F,Detroit,Mobile,1
4eb0356fce89a,11/1/15,28,F,Birmingham,Tablet,1
4eb08e75ef457,11/1/15,36,F,Houston,Mobile,1
4eb171e48d060,11/2/15,22,F,Birmingham,Tablet,1
4eb298e78e666,11/3/15,47,F,Birmingham,Mobile,1
4eb4232537b36,11/4/15,46,F,Mobile,Desktop,1
4eb9bf5bc3e7f,11/8/15,43,F,Houston,Mobile,1
4ebbcb15243ab,11/10/15,47,F,Austin,Tablet,1
4ebbd675b14b4,11/10/15,22,F,Birmingham,Tablet,1
4ebc72e654ed9,11/10/15,28,F,Austin,Mobile,1
4ebfc1e4f1137,11/13/15,37,F,Houston,Tablet,1
4ec1d107f3cb6,11/14/15,38,F,Tampa,Mobile,1
4ec3ed1c9ec8c,11/16/15,22,F,Houston,Mobile,1
4ec959690b9c5,11/20/15,26,F,Tampa,Mobile,1
4ed36f60730fa,11/28/15,50,F,Austin,Mobile,1
4ed5b2f41b6d1,11/29/15,24,F,Birmingham,Mobile,1
4ed6fe9ec2293,11/30/15,34,F,Birmingham,Mobile,1
4edb8d6887dfd,12/4/15,27,F,Detroit,Mobile,1
4edcf1fa086b8,12/5/15,47,F,Tampa,Mobile,1
4edd51714def5,12/5/15,36,F,Birmingham,Tablet,1
4edf9bc6c39c5,12/7/15,23,F,Houston,Mobile,1
4ee15ca8d73a0,12/8/15,25,F,Birmingham,Tablet,1
4ee4de046fc3f,12/11/15,26,F,Houston,Tablet,1
4ee649a3205a6,12/12/15,20,F,Austin,Mobile,1
4ee8fe0836214,12/14/15,18,F,Detroit,Mobile,1
4ef223003d3cc,12/21/15,27,F,Mobile,Desktop,1
4ef37de049fff,12/22/15,21,F,Birmingham,Tablet,1
4ef5e8ca3939f,12/24/15,23,F,Tampa,Mobile,1
4efa3cee74d61,12/27/15,35,M,Birmingham,Tablet,1
4efa5d53324ee,12/27/15,49,F,Detroit,Mobile,1
4efc0290c2bce,12/29/15,35,M,Detroit,Mobile,1
4eff753be6888,1/3/16,28,F,Houston,Mobile,1
4f05db12960b9,1/5/16,39,F,Houston,Mobile,1
4f05f72829443,1/5/16,35,F,Tampa,Mobile,1
4f0b36591c4ee,1/9/16,54,F,Tampa,Mobile,1
4f0c8f7ab51b1,1/10/16,19,F,Houston,Mobile,1
4f0de5faddae2,1/11/16,26,F,Birmingham,Tablet,1
4f13c60ed86a7,1/15/16,59,F,Birmingham,Mobile,1
4f1464133d882,1/16/16,29,F,Houston,Mobile,1
4f147d65f1f2c,1/16/16,30,F,Birmingham,Tablet,1
4f15c33b73e05,1/17/16,49,F,Houston,Tablet,1
4f15edbe6603d,1/17/16,43,M,Tampa,Mobile,1
4f18c7deaa28c,1/19/16,34,F,Charlotte,Desktop,1
4f18ea9c4f532,1/19/16,33,F,Austin,Mobile,1
4f1ef3ea5ba37,1/24/16,36,F,Mobile,Desktop,1
4f1fb86e122fc,1/25/16,31,F,Birmingham,Tablet,1
4f20b08131242,1/25/16,25,F,Austin,Tablet,1
4f25e9f37b752,2/1/16,30,F,Austin,Mobile,1
4f293abfdb3d2,2/1/16,48,F,Tampa,Tablet,1
4f29fc5bb549c,2/1/16,19,F,Houston,Mobile,1
4f2b3aa98c5d4,2/2/16,26,F,Houston,Mobile,1
4f2db87ad5982,2/4/16,33,F,Birmingham,Tablet,1
4f31e989d74d0,2/7/16,22,M,Houston,Tablet,1
4f328235ab33e,2/8/16,35,F,Detroit,Tablet,1
4f32ef87c8e0f,2/8/16,20,M,Tampa,Mobile,1
4f3577353b970,2/10/16,24,F,Houston,Tablet,1
4f3663d3e21de,2/11/16,39,M,Birmingham,Mobile,1
4f39c212bb701,2/13/16,39,F,Austin,Mobile,1
4f4112e56abc9,2/19/16,34,F,Birmingham,Mobile,1
4f45c8294f4c7,2/22/16,45,M,Tampa,Mobile,1
4f50233403d1f,3/1/16,21,F,Houston,Tablet,1
4f5048c3551e5,3/1/16,48,F,Austin,Mobile,1
4f50fc97b0a06,3/2/16,55,F,Austin,Tablet,1
4f54494a4455b,3/4/16,26,F,Houston,Tablet,1
4f54574f998e1,3/4/16,38,F,Birmingham,Tablet,1
4f56558ccad08,3/6/16,27,F,Birmingham,Mobile,1
4f579a9267f8c,3/7/16,52,F,Birmingham,Tablet,1
4f5835b840e8f,3/7/16,28,F,Tampa,Mobile,1
4f5f7c569c880,3/21/16,32,F,Detroit,Tablet,1
4f5ff5d33a8aa,3/13/16,46,F,Birmingham,Mobile,1
4f636195a8d31,3/16/16,37,F,Houston,Tablet,1
4f64bcaf8eec1,3/17/16,34,F,Mobile,Desktop,1
4f6643684706a,3/18/16,27,F,Mobile,Desktop,1
4f6694a68caa5,3/18/16,23,F,Houston,Tablet,1
4f67338f0fd4d,3/19/16,26,F,Austin,Mobile,1
4f69f9f5637f0,3/21/16,26,F,Charlotte,Desktop,1
4f6b763fec340,3/22/16,26,F,Mobile,Desktop,1
4f6b8e2a174a4,3/22/16,30,F,Mobile,Desktop,1
4f6e3924e9e89,3/24/16,41,F,Tampa,Mobile,1
4f7393af06ad2,3/28/16,47,M,Houston,Tablet,1
4f7716c38153f,3/31/16,42,F,Austin,Mobile,1
4f77bd0397b0e,3/31/16,31,F,Houston,Mobile,1
4e382a481e2f0,8/2/15,28,F,Houston,Mobile,1
4e3b26b37fc64,8/4/15,53,F,Tampa,Mobile,1
4e434388dbf5f,8/10/15,25,F,Houston,Mobile,1
4e455b0e62782,8/12/15,37,F,Houston,Tablet,1
4e4c74c7a3454,8/17/15,20,F,Houston,Tablet,1
4e4e868cbac1c,8/19/15,27,F,Birmingham,Mobile,1
4e553fc5ac272,8/24/15,46,F,Tampa,Mobile,1
4e572e7025e1b,8/25/15,21,F,Birmingham,Tablet,1
4e5ece9eb509d,8/31/15,43,F,Mobile,Desktop,1
4e68fcda599a4,9/8/15,29,F,Houston,Tablet,1
4e70eff7e7312,9/14/15,24,F,Tampa,Mobile,1
4e7a016adedb2,9/21/15,39,F,Tampa,Mobile,1
4e7aadb21ab2b,9/21/15,28,F,Houston,Mobile,1
4e7ca339c8e52,9/23/15,29,F,Houston,Tablet,1
4e80af83926d2,9/26/15,28,F,Mobile,Desktop,1
4e813e500e4f3,9/26/15,41,F,Tampa,Mobile,1
4e84c24da7251,9/29/15,44,F,Austin,Tablet,1
4e84fca1aa274,9/29/15,49,M,Birmingham,Mobile,1
4e8793f68e8b0,10/1/15,46,F,Houston,Mobile,1
4e896820c8846,10/3/15,25,F,Houston,Mobile,1
4e89e8bd43e29,10/3/15,21,F,Houston,Tablet,1
4e8ce59e4372a,10/5/15,26,F,Tampa,Mobile,1
4e973677a3c3e,10/13/15,29,F,Houston,Mobile,1
4e9c6d8d5e7b0,10/17/15,30,M,Austin,Mobile,1
4e9da4035df5e,10/18/15,40,F,Tampa,Mobile,1
4ea096f23f547,10/20/15,31,F,Birmingham,Mobile,1
4ea43176cbced,10/23/15,23,M,Mobile,Mobile,1
4ea815924dd70,10/26/15,40,F,Birmingham,Tablet,1
4eaaf01ec8cde,10/28/15,27,F,Houston,Mobile,1
4eb1d6f87907b,11/2/15,35,F,Tampa,Mobile,1
4eb1ddfa3b029,11/2/15,31,M,Birmingham,Mobile,1
4eb29c67b383e,11/3/15,19,F,Houston,Mobile,1
4eb2d31e56542,11/3/15,22,F,Austin,Mobile,1
4eb54f06c8386,11/5/15,23,F,Houston,Mobile,1
4eb55e29da313,11/5/15,28,F,Tampa,Mobile,1
4eb6a9aa207a9,11/6/15,29,F,Houston,Tablet,1
4eb7f1efdfdd1,11/7/15,25,F,Birmingham,Mobile,1
4eb99f30bdc42,11/8/15,51,F,Houston,Tablet,1
4ebbee414054d,11/10/15,29,F,Tampa,Mobile,1
4ebdbd123b37c,11/11/15,60,F,Mobile,Desktop,1
4ec235b1de881,11/15/15,18,F,Houston,Mobile,1
4ec2f237b5c99,11/15/15,29,F,Detroit,Tablet,1
4ec460b8b8b5d,11/16/15,24,F,Austin,Tablet,1
4ec81eb313676,11/19/15,25,F,Austin,Mobile,1
4ec915c607aa1,11/20/15,24,F,Houston,Tablet,1
4ec92f189a62f,11/20/15,38,F,Detroit,Tablet,1
4ec996537faa0,11/20/15,43,F,Mobile,Desktop,1
4ec9d093d075a,11/20/15,20,F,Houston,Tablet,1
4eca6df11dafb,11/21/15,40,M,Tampa,Mobile,1
4ed08d7e0df08,11/25/15,30,F,Birmingham,Mobile,1
4ed2bf060724e,11/27/15,40,F,Mobile,Desktop,1
4ed51bd6815dc,11/29/15,29,F,Houston,Mobile,1
4ed5af9ce4ee3,11/29/15,45,F,Mobile,Desktop,1
4ed670830c663,11/30/15,53,F,Austin,Mobile,1
4edad7ae81381,12/3/15,39,M,Tampa,Mobile,1
4ee117629092b,12/8/15,21,F,Birmingham,Mobile,1
4ee43b3a39dc0,12/10/15,40,F,Houston,Mobile,1
4eebf260cbc1c,12/16/15,38,F,Austin,Tablet,1
4ef077e6cddd7,12/20/15,33,F,Austin,Tablet,1
4ef09f0e15e9b,12/20/15,50,F,Detroit,Tablet,1
4ef0a303672bc,12/20/15,30,F,Austin,Mobile,1
4ef0e38fa08f6,12/20/15,29,F,Birmingham,Tablet,1
4ef13e07a9e87,12/20/15,35,F,Birmingham,Mobile,1
4ef1636131f75,12/20/15,23,M,Houston,Mobile,1
4ef3cbc808636,12/22/15,18,F,Houston,Tablet,1
4ef518124ae45,12/23/15,41,F,Birmingham,Tablet,1
4ef6533e34d9d,12/24/15,32,F,Birmingham,Tablet,1
4efce6c414278,12/29/15,49,F,Tampa,Mobile,1
4efd1ab55713c,2/15/16,34,F,Austin,Mobile,1
4f04bd3bef44f,1/4/16,25,F,Birmingham,Mobile,1
4f092022c9203,1/7/16,28,F,Detroit,Mobile,1
4f0ba46feca2c,1/9/16,30,F,Birmingham,Tablet,1
4f0ca5ff0105b,1/10/16,43,F,Houston,Mobile,1
4f0e5a3fd5e2d,1/11/16,59,F,Birmingham,Tablet,1
4f1240be43124,1/14/16,40,F,Austin,Tablet,1
4f14053f74a4d,1/16/16,37,F,Birmingham,Mobile,1
4f176e643c2f1,1/18/16,30,F,Austin,Mobile,1
4f18822df3f01,1/19/16,22,F,Houston,Mobile,1
4f18bc39eaf3d,1/19/16,34,F,Tampa,Mobile,1
4f19d8a3077a6,1/20/16,39,F,Tampa,Mobile,1
4f1b2b0037241,1/21/16,43,F,Birmingham,Mobile,1
4f1f32198cf74,1/24/16,60,F,Detroit,Tablet,1
4f2074f313b21,1/25/16,28,F,Tampa,Mobile,1
4f218f59415fb,1/26/16,29,F,Birmingham,Tablet,1
4f2249ce57b56,1/26/16,71,M,Birmingham,Mobile,1
4f25f554a11e7,2/1/16,41,M,Houston,Tablet,1
4f2aed02adad9,2/2/16,27,F,Houston,Mobile,1
4f2c3eac1bbaa,2/3/16,33,F,Houston,Tablet,1
4f31a593a3c42,2/7/16,32,F,Austin,Mobile,1
4f33c3659e950,2/9/16,42,F,Austin,Mobile,1
4f346cc960d9e,2/9/16,22,F,Houston,Mobile,1
4f393c27b5a83,2/13/16,30,F,Mobile,Desktop,1
4f46fc9114b68,2/23/16,27,F,Tampa,Mobile,1
4f4e6db5e1691,2/29/16,51,F,Austin,Mobile,1
4f4e958ca9404,2/29/16,18,F,Houston,Tablet,1
4f4ee31a3a3ad,2/29/16,47,F,Mobile,Desktop,1
4f52888e743e4,3/3/16,59,F,Houston,Tablet,1
4f5525447c403,3/5/16,35,F,Birmingham,Mobile,1
4f576ac907593,3/7/16,40,F,Birmingham,Tablet,1
4f58d73173a31,3/8/16,19,F,Houston,Tablet,1
4f58fbc455e5d,3/8/16,52,M,Detroit,Mobile,1
4f5b6f484b4ec,3/10/16,40,F,Tampa,Mobile,1
4f5bb5a80f843,3/10/16,55,M,Birmingham,Tablet,1
4f6116584f2a2,3/14/16,30,F,Austin,Mobile,1
4f62badf7ccd3,3/15/16,36,F,Mobile,Desktop,1
4f65271f7c336,3/17/16,35,F,Birmingham,Tablet,1
4f66a8e7cf06e,3/18/16,46,F,Austin,Tablet,1
4f66ef1a7893a,3/19/16,37,F,Mobile,Mobile,1
4f70b186e05ed,3/26/16,40,F,Birmingham,Mobile,1
4e39aefc1177e,8/3/15,20,F,Houston,Mobile,1
4e493726a2f08,8/15/15,21,F,Houston,Tablet,1
4e53d7ef09f82,8/23/15,30,F,Tampa,Tablet,1
4e5451ecda995,8/23/15,30,F,Birmingham,Tablet,1
4e570148afdbb,8/25/15,19,F,Houston,Tablet,1
4e5ca81e93401,8/30/15,25,F,Houston,Tablet,1
4e5e68461620f,8/31/15,19,F,Birmingham,Mobile,1
4e6822ebd8ebe,9/7/15,28,F,Tampa,Mobile,1
4e6f7c2b16bcd,9/13/15,27,F,Detroit,Mobile,1
4e70e00f7e81b,9/14/15,28,F,Tampa,Mobile,1
4e7392956b63e,9/16/15,21,F,Detroit,Tablet,1
4e76823f40981,9/18/15,27,F,Tampa,Mobile,1
4e78297101cf3,9/19/15,28,F,Tampa,Mobile,1
4e79e77bd6c46,9/21/15,29,F,Houston,Tablet,1
4e7a1b3abcdf0,9/21/15,27,F,Houston,Tablet,1
4e7a620c9f87b,9/21/15,35,F,Birmingham,Mobile,1
4e83298563b89,9/28/15,38,F,Tampa,Mobile,1
4e8e520cc66ff,10/6/15,39,F,Tampa,Mobile,1
4e8fd40cbd7df,10/7/15,43,F,Birmingham,Mobile,1
4e90ffc43db71,10/8/15,31,F,Tampa,Mobile,1
4e9cce14810ca,10/17/15,29,F,Detroit,Mobile,1
4e9d106035896,10/17/15,50,F,Austin,Mobile,1
4ea06ad05d31b,10/20/15,31,F,Austin,Mobile,1
4ea08df550bc7,10/20/15,38,F,Detroit,Tablet,1
4ea8546140bf4,10/26/15,42,F,Austin,Mobile,1
4eac1e5d25f8a,11/1/15,35,F,Houston,Tablet,1
4eae3b202913c,11/1/15,22,F,Birmingham,Mobile,1
4eb01bfc75f3b,11/1/15,35,M,Austin,Mobile,1
4eb1b31117757,11/2/15,27,M,Birmingham,Tablet,1
4eb234a9bfce1,11/2/15,22,F,Houston,Mobile,1
4eb23c9ad0270,11/3/15,31,F,Tampa,Mobile,1
4eb3e937c4371,11/4/15,28,F,Houston,Mobile,1
4eb40a39eb3b8,11/4/15,31,F,Austin,Mobile,1
4eb576d6af398,11/5/15,52,F,Mobile,Desktop,1
4eba14b732a19,11/8/15,32,F,Birmingham,Mobile,1
4ebbf57d1b30c,11/10/15,32,F,Detroit,Tablet,1
4ebd655a586a2,11/11/15,35,M,Houston,Tablet,1
4ebd7137aa9d7,11/11/15,19,F,Houston,Tablet,1
4ebeae537198d,11/12/15,25,F,Detroit,Mobile,1
4ec10b637ddb8,11/14/15,53,F,Detroit,Mobile,1
4ec1eb9c18503,11/14/15,23,F,Houston,Mobile,1
4ec42a18eae69,11/16/15,18,F,Houston,Mobile,1
4ec6f9f7ecb1a,11/18/15,21,F,Houston,Mobile,1
4ec72fb38ea62,11/18/15,31,F,Austin,Mobile,1
4ec9677a33108,11/20/15,30,M,Birmingham,Mobile,1
4eca5c58d9c8f,11/21/15,54,F,Birmingham,Mobile,1
4ed53894939ca,11/29/15,58,F,Tampa,Mobile,1
4ed94aa97608d,12/2/15,36,F,Tampa,Mobile,1
4edd6cb9b9106,1/5/16,32,M,Houston,Tablet,1
4edec67e65b2f,12/6/15,49,F,Mobile,Desktop,1
4ee112f8064eb,12/8/15,50,F,Detroit,Mobile,1
4ee2565f539b8,12/9/15,30,F,Tampa,Mobile,1
4ee5d2017bfd5,12/12/15,30,F,Houston,Tablet,1
4ef0ffe4d756d,12/20/15,26,F,Birmingham,Mobile,1
4ef28b3f55491,12/21/15,38,F,Austin,Mobile,1
4ef8e64a250b6,12/26/15,38,F,Houston,Tablet,1
4efa184fdbe2b,12/27/15,23,F,Detroit,Mobile,1
4f03426a07deb,1/3/16,30,F,Houston,Tablet,1
4f040e8dacd61,1/4/16,33,F,Tampa,Mobile,1
4f05018968699,1/4/16,21,F,Birmingham,Tablet,1
4f060a766e7e3,1/6/16,37,F,Detroit,Mobile,1
4f070cbe8cf50,1/6/16,54,F,Mobile,Desktop,1
4f0867ed100fe,1/7/16,32,F,Austin,Tablet,1
4f0872c5e64c5,1/7/16,51,M,Tampa,Mobile,1
4f0dbc860e064,1/11/16,26,F,Detroit,Tablet,1
4f0e71d176145,1/11/16,43,F,Austin,Mobile,1
4f0ea7d92d48c,1/12/16,31,F,Birmingham,Mobile,1
4f107d8f8a229,1/13/16,38,F,Birmingham,Tablet,1
4f11ffbfd4bfd,1/14/16,27,F,Tampa,Mobile,1
4f14319e3448e,1/16/16,38,F,Tampa,Mobile,1
4f14d18b388b5,1/16/16,28,F,Tampa,Tablet,1
4f19728f4c5c0,1/20/16,26,F,Birmingham,Tablet,1
4f19b08b9f945,1/20/16,29,F,Houston,Tablet,1
4f19fef610d04,1/20/16,43,F,Austin,Mobile,1
4f1adc617c35b,1/21/16,54,F,Birmingham,Tablet,1
4f1c75f887a8c,1/22/16,23,F,Houston,Mobile,1
4f1f599a42b1a,1/24/16,24,F,Birmingham,Mobile,1
4f2056f853b2a,2/10/16,21,F,Houston,Mobile,1
4f23d65eeb96d,2/1/16,39,F,Austin,Tablet,1
4f27a3a002e44,2/1/16,42,F,Houston,Tablet,1
4f286663dddb4,2/1/16,45,F,Houston,Tablet,1
4f2da07db2a3b,2/4/16,49,F,Birmingham,Mobile,1
4f32ce42d4637,2/8/16,47,F,Detroit,Mobile,1
4f342a01ed9bf,2/9/16,40,M,Houston,Tablet,1
4f391c16720b9,2/13/16,21,F,Birmingham,Mobile,1
4f3a940f82fdb,3/16/16,37,F,Detroit,Mobile,1
4f3c04b51da9b,2/15/16,45,F,Houston,Tablet,1
4f3e8e060eda5,2/17/16,37,F,Tampa,Mobile,1
4f458985c505c,2/22/16,37,M,Birmingham,Mobile,1
4f47e3369b92d,2/24/16,42,F,Birmingham,Tablet,1
4f47eee976f6f,2/24/16,18,M,Houston,Mobile,1
4f4918c54cb41,2/25/16,35,F,Austin,Tablet,1
4f50f6719619f,3/2/16,48,F,Austin,Mobile,1
4f56a7da5d8a9,3/31/16,30,F,Houston,Mobile,1
4f5ac8f9aca7b,3/9/16,27,M,Detroit,Mobile,1
4f5d678919dc2,3/11/16,26,F,Birmingham,Tablet,1
4f5e8b97921d6,3/12/16,37,F,Tampa,Mobile,1
4f625405e515b,3/15/16,28,F,Houston,Mobile,1
4f63d378ed39d,3/16/16,45,F,Birmingham,Mobile,1
4f6919a9d0474,3/20/16,31,F,Austin,Mobile,1
4f69f056580cb,3/21/16,31,F,Birmingham,Tablet,1
4f6a032d8d04b,3/21/16,31,F,Birmingham,Tablet,1
4f6a24c01da6c,3/21/16,29,F,Houston,Mobile,1
4f6c921a5782b,3/23/16,35,F,Mobile,Desktop,1
4e3da03589ebb,8/6/15,45,M,Houston,Mobile,1
4e3f5609b1512,8/7/15,43,F,Detroit,Mobile,1
4e440d6a62aa8,8/11/15,47,F,Austin,Mobile,1
4e4696c4cf621,8/13/15,39,F,Birmingham,Tablet,1
4e46dc39cba7a,8/13/15,32,F,Houston,Tablet,1
4e489a3e6d53e,8/14/15,49,F,Houston,Tablet,1
4e4bb5cdaa074,8/17/15,20,F,Birmingham,Mobile,1
4e4e78292065f,8/19/15,25,F,Austin,Mobile,1
4e5a4b617217b,8/28/15,24,F,Charlotte,Desktop,1
4e5cf28c8477b,8/30/15,40,F,Houston,Mobile,1
4e655b5623f17,9/5/15,31,F,Austin,Tablet,1
4e6a2e991c7ff,9/9/15,31,F,Birmingham,Tablet,1
4e6d7dca3ac43,9/11/15,25,F,Houston,Mobile,1
4e70e7709597c,9/14/15,62,M,Austin,Mobile,1
4e7cebab087b1,9/23/15,39,F,Tampa,Mobile,1
4e80f19d600db,9/26/15,53,F,Houston,Tablet,1
4e815d1c88117,9/26/15,26,F,Birmingham,Mobile,1
4e84fbde82637,9/29/15,22,F,Birmingham,Tablet,1
4e85fec02d9a3,9/30/15,23,F,Austin,Tablet,1
4e87ee379c78a,10/1/15,26,F,Houston,Mobile,1
4e89a15bb3b66,10/3/15,35,F,Tampa,Mobile,1
4e8cc3de6013e,10/5/15,27,F,Houston,Mobile,1
